iso3,city,year,pm25_concentration
ESP,A Coruna/ESP,2013.0,11.491
ESP,A Coruna/ESP,2014.0,15.878
ESP,A Coruna/ESP,2015.0,14.004
ESP,A Coruna/ESP,2016.0,13.16
ESP,A Coruna/ESP,2017.0,14.114
ESP,A Coruna/ESP,2018.0,14.876
ESP,A Coruna/ESP,2019.0,13.017
DEU,Aachen/DEU,2010.0,
DEU,Aachen/DEU,2013.0,13.988
DEU,Aachen/DEU,2014.0,11.512
DEU,Aachen/DEU,2015.0,11.03
DEU,Aachen/DEU,2016.0,10.214
DEU,Aachen/DEU,2017.0,10.231
DEU,Aachen/DEU,2018.0,10.808
DEU,Aachen/DEU,2019.0,8.633
USA,Aberdeen SD/USA,2010.0,8.7
USA,Aberdeen SD/USA,2011.0,7.1
USA,Aberdeen SD/USA,2012.0,7.5
USA,Aberdeen SD/USA,2013.0,7.3
USA,Aberdeen SD/USA,2014.0,6.2
USA,Aberdeen SD/USA,2015.0,6.2
USA,Aberdeen SD/USA,2016.0,5.4
USA,Aberdeen SD/USA,2017.0,5.9
USA,Aberdeen SD/USA,2018.0,6.7
USA,Aberdeen SD/USA,2019.0,5.9
GBR,Aberdeen/GBR,2010.0,7.074
GBR,Aberdeen/GBR,2013.0,8.59
GBR,Aberdeen/GBR,2014.0,10.204
GBR,Aberdeen/GBR,2015.0,8.039
GBR,Aberdeen/GBR,2016.0,5.372
GBR,Aberdeen/GBR,2017.0,5.781
GBR,Aberdeen/GBR,2018.0,6.871
GBR,Aberdeen/GBR,2019.0,7.259
ITA,Acquapendente/ITA,2013.0,10.255
ITA,Acquapendente/ITA,2014.0,9.47
ITA,Acquapendente/ITA,2015.0,10.437
ITA,Acquapendente/ITA,2016.0,9.376
ITA,Acquapendente/ITA,2017.0,10.012
ITA,Acquapendente/ITA,2018.0,10.329
ITA,Acquapendente/ITA,2019.0,10.083
AUS,Adelaide/AUS,2012.0,7.3
AUS,Adelaide/AUS,2013.0,7.25
AUS,Adelaide/AUS,2014.0,7.1
AUS,Adelaide/AUS,2015.0,7.45
AUS,Adelaide/AUS,2016.0,6.875
AUS,Adelaide/AUS,2017.0,7.54
AUS,Adelaide/AUS,2018.0,6.78
AUS,Adelaide/AUS,2019.0,6.14
USA,Adrian MI/USA,2010.0,8.9
USA,Adrian MI/USA,2011.0,9.6
USA,Adrian MI/USA,2012.0,9.0
USA,Adrian MI/USA,2013.0,7.9
USA,Adrian MI/USA,2014.0,8.8
USA,Adrian MI/USA,2015.0,8.6
USA,Adrian MI/USA,2016.0,7.5
USA,Adrian MI/USA,2017.0,7.3
USA,Adrian MI/USA,2018.0,8.4
USA,Adrian MI/USA,2019.0,8.5
ESP,Aguimes/ESP,2010.0,7.378
ESP,Aguimes/ESP,2013.0,7.271
ESP,Aguimes/ESP,2014.0,6.556
ESP,Aguimes/ESP,2015.0,8.724
ESP,Aguimes/ESP,2016.0,7.168
ESP,Aguimes/ESP,2017.0,8.753
ESP,Aguimes/ESP,2018.0,8.904
ESP,Aguimes/ESP,2019.0,9.174
FRA,Aix En Provence/FRA,2010.0,14.916
FRA,Aix En Provence/FRA,2013.0,18.67
FRA,Aix En Provence/FRA,2014.0,13.06
FRA,Aix En Provence/FRA,2015.0,12.934
FRA,Aix En Provence/FRA,2016.0,12.948
FRA,Aix En Provence/FRA,2017.0,12.781
FRA,Aix En Provence/FRA,2018.0,11.944
FRA,Aix En Provence/FRA,2019.0,10.507
USA,Akron OH/USA,2010.0,12.367
USA,Akron OH/USA,2011.0,11.133
USA,Akron OH/USA,2012.0,10.033
USA,Akron OH/USA,2013.0,9.733
USA,Akron OH/USA,2014.0,10.4
USA,Akron OH/USA,2015.0,10.367
USA,Akron OH/USA,2016.0,8.2
USA,Akron OH/USA,2017.0,7.933
USA,Akron OH/USA,2018.0,7.933
USA,Akron OH/USA,2019.0,8.133
PRT,Alandroal/PRT,2010.0,
PRT,Alandroal/PRT,2013.0,15.496
PRT,Alandroal/PRT,2014.0,10.296
PRT,Alandroal/PRT,2015.0,12.342
PRT,Alandroal/PRT,2016.0,12.974
PRT,Alandroal/PRT,2017.0,13.258
PRT,Alandroal/PRT,2018.0,6.89
PRT,Alandroal/PRT,2019.0,4.116
ESP,Albacete/ESP,2010.0,14.159
ESP,Albacete/ESP,2011.0,11.236
ESP,Albacete/ESP,2012.0,11.722
ESP,Albacete/ESP,2013.0,14.444
ESP,Albacete/ESP,2014.0,14.252
ESP,Albacete/ESP,2015.0,11.209
ESP,Albacete/ESP,2016.0,9.612
ESP,Albacete/ESP,2017.0,11.233
ESP,Albacete/ESP,2018.0,10.239
ESP,Albacete/ESP,2019.0,8.616
ESP,Albalat Dels Tarongers/ESP,2010.0,
ESP,Albalat Dels Tarongers/ESP,2013.0,7.005
ESP,Albalat Dels Tarongers/ESP,2014.0,8.609
ESP,Albalat Dels Tarongers/ESP,2015.0,7.102
ESP,Albalat Dels Tarongers/ESP,2016.0,6.886
ESP,Albalat Dels Tarongers/ESP,2017.0,4.955
ESP,Albalat Dels Tarongers/ESP,2018.0,4.658
ESP,Albalat Dels Tarongers/ESP,2019.0,4.473
USA,Albany GA/USA,2010.0,12.3
USA,Albany GA/USA,2011.0,12.1
USA,Albany GA/USA,2012.0,10.6
USA,Albany GA/USA,2013.0,10.0
USA,Albany GA/USA,2014.0,10.3
USA,Albany GA/USA,2015.0,9.0
USA,Albany GA/USA,2016.0,8.7
USA,Albany GA/USA,2017.0,9.4
USA,Albany GA/USA,2018.0,8.4
USA,Albany GA/USA,2019.0,9.3
USA,Albany Schenectady Troy NY/USA,2010.0,7.9
USA,Albany Schenectady Troy NY/USA,2011.0,8.0
USA,Albany Schenectady Troy NY/USA,2012.0,7.3
USA,Albany Schenectady Troy NY/USA,2013.0,6.75
USA,Albany Schenectady Troy NY/USA,2014.0,6.85
USA,Albany Schenectady Troy NY/USA,2015.0,7.35
USA,Albany Schenectady Troy NY/USA,2016.0,6.0
USA,Albany Schenectady Troy NY/USA,2017.0,6.35
USA,Albany Schenectady Troy NY/USA,2018.0,6.65
USA,Albany Schenectady Troy NY/USA,2019.0,6.05
ITA,Albenga/ITA,2010.0,
ITA,Albenga/ITA,2013.0,11.811
ITA,Albenga/ITA,2014.0,11.008
ITA,Albenga/ITA,2015.0,11.479
ITA,Albenga/ITA,2016.0,10.877
ITA,Albenga/ITA,2017.0,10.556
ITA,Albenga/ITA,2018.0,11.187
ITA,Albenga/ITA,2019.0,12.988
USA,Albuquerque NM/USA,2010.0,5.3
USA,Albuquerque NM/USA,2011.0,6.9
USA,Albuquerque NM/USA,2012.0,7.4
USA,Albuquerque NM/USA,2013.0,5.7
USA,Albuquerque NM/USA,2014.0,6.4
USA,Albuquerque NM/USA,2015.0,6.6
USA,Albuquerque NM/USA,2016.0,5.4
USA,Albuquerque NM/USA,2017.0,5.6
USA,Albuquerque NM/USA,2018.0,5.1
USA,Albuquerque NM/USA,2019.0,6.0
ITA,Alessandria/ITA,2010.0,
ITA,Alessandria/ITA,2013.0,26.64
ITA,Alessandria/ITA,2014.0,22.222
ITA,Alessandria/ITA,2015.0,24.37
ITA,Alessandria/ITA,2016.0,21.235
ITA,Alessandria/ITA,2017.0,25.936
ITA,Alessandria/ITA,2018.0,22.168
ITA,Alessandria/ITA,2019.0,19.917
USA,Alexandria LA/USA,2010.0,9.2
USA,Alexandria LA/USA,2011.0,8.6
USA,Alexandria LA/USA,2012.0,8.6
USA,Alexandria LA/USA,2013.0,7.3
USA,Alexandria LA/USA,2014.0,7.7
USA,Alexandria LA/USA,2015.0,7.2
USA,Alexandria LA/USA,2016.0,8.0
USA,Alexandria LA/USA,2017.0,7.9
USA,Alexandria LA/USA,2018.0,8.2
USA,Alexandria LA/USA,2019.0,7.5
ESP,Alfara De Algimia/ESP,2013.0,7.157
ESP,Alfara De Algimia/ESP,2014.0,8.297
ESP,Alfara De Algimia/ESP,2015.0,9.176
ESP,Alfara De Algimia/ESP,2016.0,7.548
ESP,Alfara De Algimia/ESP,2017.0,5.155
ESP,Alfara De Algimia/ESP,2018.0,6.198
ESP,Alfara De Algimia/ESP,2019.0,5.853
ESP,Alfaro/ESP,2010.0,11.26
ESP,Alfaro/ESP,2013.0,8.322
ESP,Alfaro/ESP,2014.0,8.345
ESP,Alfaro/ESP,2015.0,6.367
ESP,Alfaro/ESP,2016.0,6.083
ESP,Alfaro/ESP,2017.0,6.404
ESP,Alfaro/ESP,2018.0,7.134
ESP,Alfaro/ESP,2019.0,8.656
ESP,Algete/ESP,2010.0,9.362
ESP,Algete/ESP,2013.0,8.606
ESP,Algete/ESP,2014.0,5.685
ESP,Algete/ESP,2015.0,6.546
ESP,Algete/ESP,2016.0,7.872
ESP,Algete/ESP,2017.0,10.836
ESP,Algete/ESP,2018.0,12.364
ESP,Algete/ESP,2019.0,13.216
ESP,Alicante/ESP,2010.0,12.143
ESP,Alicante/ESP,2013.0,6.003
ESP,Alicante/ESP,2014.0,8.611
ESP,Alicante/ESP,2015.0,8.912
ESP,Alicante/ESP,2016.0,8.81
ESP,Alicante/ESP,2017.0,9.306
ESP,Alicante/ESP,2018.0,7.699
ESP,Alicante/ESP,2019.0,9.706
USA,Allentown Bethlehem Easton PA NJ/USA,2010.0,13.7
USA,Allentown Bethlehem Easton PA NJ/USA,2011.0,11.8
USA,Allentown Bethlehem Easton PA NJ/USA,2012.0,10.1
USA,Allentown Bethlehem Easton PA NJ/USA,2013.0,9.2
USA,Allentown Bethlehem Easton PA NJ/USA,2014.0,8.7
USA,Allentown Bethlehem Easton PA NJ/USA,2015.0,9.55
USA,Allentown Bethlehem Easton PA NJ/USA,2016.0,8.6
USA,Allentown Bethlehem Easton PA NJ/USA,2017.0,8.3
USA,Allentown Bethlehem Easton PA NJ/USA,2018.0,7.9
USA,Allentown Bethlehem Easton PA NJ/USA,2019.0,7.55
USA,Altoona PA/USA,2010.0,
USA,Altoona PA/USA,2011.0,11.8
USA,Altoona PA/USA,2012.0,11.7
USA,Altoona PA/USA,2013.0,12.2
USA,Altoona PA/USA,2014.0,11.1
USA,Altoona PA/USA,2015.0,11.0
USA,Altoona PA/USA,2016.0,8.2
USA,Altoona PA/USA,2017.0,8.4
USA,Altoona PA/USA,2018.0,7.6
USA,Altoona PA/USA,2019.0,9.2
ITA,Amelia/ITA,2013.0,13.33
ITA,Amelia/ITA,2014.0,15.239
ITA,Amelia/ITA,2015.0,13.824
ITA,Amelia/ITA,2016.0,12.175
ITA,Amelia/ITA,2017.0,11.431
ITA,Amelia/ITA,2018.0,13.322
ITA,Amelia/ITA,2019.0,12.919
FRA,Amiens/FRA,2010.0,
FRA,Amiens/FRA,2013.0,17.796
FRA,Amiens/FRA,2014.0,12.76
FRA,Amiens/FRA,2015.0,12.436
FRA,Amiens/FRA,2016.0,11.779
FRA,Amiens/FRA,2017.0,12.681
FRA,Amiens/FRA,2018.0,8.368
FRA,Amiens/FRA,2019.0,11.678
USA,Anchorage AK/USA,2010.0,6.8
USA,Anchorage AK/USA,2011.0,5.8
USA,Anchorage AK/USA,2012.0,6.25
USA,Anchorage AK/USA,2013.0,5.65
USA,Anchorage AK/USA,2014.0,7.05
USA,Anchorage AK/USA,2015.0,6.55
USA,Anchorage AK/USA,2016.0,6.15
USA,Anchorage AK/USA,2017.0,5.6
USA,Anchorage AK/USA,2018.0,5.0
USA,Anchorage AK/USA,2019.0,7.35
ITA,Ancona/ITA,2010.0,22.992
ITA,Ancona/ITA,2014.0,12.365
ITA,Ancona/ITA,2015.0,17.737
ITA,Ancona/ITA,2016.0,14.461
ITA,Ancona/ITA,2017.0,15.128
ITA,Ancona/ITA,2018.0,13.606
ITA,Ancona/ITA,2019.0,13.786
DEU,Andechs/DEU,2010.0,
DEU,Andechs/DEU,2013.0,10.301
DEU,Andechs/DEU,2014.0,8.195
DEU,Andechs/DEU,2015.0,8.743
DEU,Andechs/DEU,2016.0,7.892
DEU,Andechs/DEU,2017.0,8.927
DEU,Andechs/DEU,2018.0,10.678
DEU,Andechs/DEU,2019.0,7.802
FRA,Angers/FRA,2010.0,15.991
FRA,Angers/FRA,2013.0,13.818
FRA,Angers/FRA,2014.0,12.258
FRA,Angers/FRA,2015.0,12.316
FRA,Angers/FRA,2016.0,12.371
FRA,Angers/FRA,2017.0,11.245
FRA,Angers/FRA,2018.0,9.847
FRA,Angers/FRA,2019.0,9.47
FRA,Angouleme/FRA,2010.0,19.161
FRA,Angouleme/FRA,2013.0,13.249
FRA,Angouleme/FRA,2014.0,9.433
FRA,Angouleme/FRA,2015.0,11.264
FRA,Angouleme/FRA,2016.0,9.777
FRA,Angouleme/FRA,2017.0,8.707
FRA,Angouleme/FRA,2018.0,8.501
FRA,Angouleme/FRA,2019.0,9.151
USA,Ann Arbor MI/USA,2010.0,9.2
USA,Ann Arbor MI/USA,2011.0,9.6
USA,Ann Arbor MI/USA,2012.0,9.1
USA,Ann Arbor MI/USA,2013.0,8.6
USA,Ann Arbor MI/USA,2014.0,9.7
USA,Ann Arbor MI/USA,2015.0,9.4
USA,Ann Arbor MI/USA,2016.0,7.9
USA,Ann Arbor MI/USA,2017.0,8.0
USA,Ann Arbor MI/USA,2018.0,8.3
USA,Ann Arbor MI/USA,2019.0,8.4
FRA,Annecy/FRA,2010.0,21.216
FRA,Annecy/FRA,2013.0,19.283
FRA,Annecy/FRA,2014.0,15.413
FRA,Annecy/FRA,2015.0,17.686
FRA,Annecy/FRA,2016.0,15.583
FRA,Annecy/FRA,2017.0,13.292
FRA,Annecy/FRA,2018.0,12.071
FRA,Annecy/FRA,2019.0,8.805
FRA,Annemasse/FRA,2010.0,
FRA,Annemasse/FRA,2013.0,15.536
FRA,Annemasse/FRA,2014.0,11.506
FRA,Annemasse/FRA,2015.0,23.411
FRA,Annemasse/FRA,2016.0,13.176
FRA,Annemasse/FRA,2017.0,12.771
FRA,Annemasse/FRA,2018.0,10.987
FRA,Annemasse/FRA,2019.0,9.921
BEL,Antwerpen/BEL,2010.0,19.812
BEL,Antwerpen/BEL,2013.0,17.204
BEL,Antwerpen/BEL,2014.0,15.328
BEL,Antwerpen/BEL,2015.0,13.587
BEL,Antwerpen/BEL,2016.0,13.873
BEL,Antwerpen/BEL,2017.0,14.554
BEL,Antwerpen/BEL,2018.0,14.19
BEL,Antwerpen/BEL,2019.0,12.918
ITA,Aosta/ITA,2010.0,14.587
ITA,Aosta/ITA,2013.0,14.526
ITA,Aosta/ITA,2015.0,12.838
ITA,Aosta/ITA,2016.0,12.201
ITA,Aosta/ITA,2017.0,13.116
ITA,Aosta/ITA,2018.0,11.36
ITA,Aosta/ITA,2019.0,10.625
USA,Appleton WI/USA,2010.0,9.7
USA,Appleton WI/USA,2011.0,9.3
USA,Appleton WI/USA,2012.0,8.6
USA,Appleton WI/USA,2013.0,8.0
USA,Appleton WI/USA,2014.0,8.6
USA,Appleton WI/USA,2015.0,7.4
USA,Appleton WI/USA,2016.0,6.7
USA,Appleton WI/USA,2017.0,5.8
USA,Appleton WI/USA,2018.0,6.5
USA,Appleton WI/USA,2019.0,8.0
ESP,Arafo/ESP,2010.0,8.507
ESP,Arafo/ESP,2013.0,7.221
ESP,Arafo/ESP,2014.0,5.618
ESP,Arafo/ESP,2015.0,9.205
ESP,Arafo/ESP,2016.0,7.761
ESP,Arafo/ESP,2017.0,10.969
ESP,Arafo/ESP,2018.0,9.779
ESP,Arafo/ESP,2019.0,12.191
ITA,Arezzo/ITA,2010.0,15.875
ITA,Arezzo/ITA,2013.0,15.709
ITA,Arezzo/ITA,2014.0,13.494
ITA,Arezzo/ITA,2015.0,16.206
ITA,Arezzo/ITA,2016.0,13.353
ITA,Arezzo/ITA,2017.0,13.028
ITA,Arezzo/ITA,2018.0,12.916
ITA,Arezzo/ITA,2019.0,11.844
DNK,Arhus/DNK,2010.0,14.452
DNK,Arhus/DNK,2013.0,10.579
DNK,Arhus/DNK,2014.0,14.941
DNK,Arhus/DNK,2015.0,10.987
DNK,Arhus/DNK,2016.0,10.557
DNK,Arhus/DNK,2017.0,9.43
DNK,Arhus/DNK,2018.0,12.7
DNK,Arhus/DNK,2019.0,10.54
ESP,Arona/ESP,2010.0,11.121
ESP,Arona/ESP,2013.0,12.266
ESP,Arona/ESP,2014.0,10.527
ESP,Arona/ESP,2015.0,13.645
ESP,Arona/ESP,2016.0,10.541
ESP,Arona/ESP,2017.0,12.764
ESP,Arona/ESP,2018.0,10.483
ESP,Arona/ESP,2019.0,8.389
ESP,Arrecife/ESP,2010.0,4.946
ESP,Arrecife/ESP,2013.0,4.421
ESP,Arrecife/ESP,2014.0,5.281
ESP,Arrecife/ESP,2015.0,4.561
ESP,Arrecife/ESP,2016.0,4.731
ESP,Arrecife/ESP,2017.0,7.137
ESP,Arrecife/ESP,2018.0,6.825
ESP,Arrecife/ESP,2019.0,6.049
ESP,Arrubal/ESP,2010.0,10.233
ESP,Arrubal/ESP,2013.0,8.159
ESP,Arrubal/ESP,2014.0,9.066
ESP,Arrubal/ESP,2015.0,10.01
ESP,Arrubal/ESP,2016.0,11.174
ESP,Arrubal/ESP,2017.0,8.004
ESP,Arrubal/ESP,2018.0,7.646
ESP,Arrubal/ESP,2019.0,7.466
ESP,Arucas/ESP,2010.0,4.82
ESP,Arucas/ESP,2013.0,11.291
ESP,Arucas/ESP,2014.0,9.845
ESP,Arucas/ESP,2015.0,9.706
ESP,Arucas/ESP,2016.0,7.535
ESP,Arucas/ESP,2017.0,11.403
ESP,Arucas/ESP,2018.0,8.469
ESP,Arucas/ESP,2019.0,7.653
DEU,Arzberg/DEU,2010.0,
DEU,Arzberg/DEU,2013.0,15.088
DEU,Arzberg/DEU,2014.0,14.519
DEU,Arzberg/DEU,2015.0,13.371
DEU,Arzberg/DEU,2016.0,11.66
DEU,Arzberg/DEU,2017.0,12.237
DEU,Arzberg/DEU,2018.0,14.261
DEU,Arzberg/DEU,2019.0,11.941
ESP,As Pontes De Garcia Rodriguez/ESP,2013.0,7.396
ESP,As Pontes De Garcia Rodriguez/ESP,2014.0,7.289
ESP,As Pontes De Garcia Rodriguez/ESP,2015.0,9.134
ESP,As Pontes De Garcia Rodriguez/ESP,2016.0,6.161
ESP,As Pontes De Garcia Rodriguez/ESP,2017.0,10.508
ESP,As Pontes De Garcia Rodriguez/ESP,2018.0,9.838
ESP,As Pontes De Garcia Rodriguez/ESP,2019.0,9.385
DEU,Aschaffenburg/DEU,2010.0,
DEU,Aschaffenburg/DEU,2013.0,13.411
DEU,Aschaffenburg/DEU,2014.0,12.603
DEU,Aschaffenburg/DEU,2015.0,12.227
DEU,Aschaffenburg/DEU,2016.0,10.686
DEU,Aschaffenburg/DEU,2017.0,11.677
DEU,Aschaffenburg/DEU,2018.0,11.784
DEU,Aschaffenburg/DEU,2019.0,10.044
ISR,Ashdod/ISR,2012.0,21.775
ISR,Ashdod/ISR,2013.0,22.3
ISR,Ashdod/ISR,2014.0,20.675
ISR,Ashdod/ISR,2015.0,22.775
ISR,Ashdod/ISR,2016.0,19.375
ISR,Ashdod/ISR,2017.0,17.667
ISR,Ashdod/ISR,2018.0,18.4
ISR,Ashdod/ISR,2019.0,20.1
USA,Asheville NC/USA,2010.0,10.2
USA,Asheville NC/USA,2011.0,9.2
USA,Asheville NC/USA,2012.0,8.6
USA,Asheville NC/USA,2013.0,8.1
USA,Asheville NC/USA,2014.0,7.9
USA,Asheville NC/USA,2015.0,7.0
USA,Asheville NC/USA,2016.0,8.6
USA,Asheville NC/USA,2017.0,7.0
USA,Asheville NC/USA,2018.0,6.5
USA,Asheville NC/USA,2019.0,6.1
USA,Athens Clarke County GA/USA,2010.0,11.3
USA,Athens Clarke County GA/USA,2011.0,10.7
USA,Athens Clarke County GA/USA,2012.0,9.3
USA,Athens Clarke County GA/USA,2013.0,9.7
USA,Athens Clarke County GA/USA,2014.0,10.3
USA,Athens Clarke County GA/USA,2015.0,8.4
USA,Athens Clarke County GA/USA,2016.0,8.3
USA,Athens Clarke County GA/USA,2017.0,7.8
USA,Athens Clarke County GA/USA,2018.0,8.1
USA,Athens Clarke County GA/USA,2019.0,9.8
USA,Athens OH/USA,2010.0,
USA,Athens OH/USA,2011.0,8.7
USA,Athens OH/USA,2012.0,8.7
USA,Athens OH/USA,2013.0,8.1
USA,Athens OH/USA,2014.0,7.8
USA,Athens OH/USA,2015.0,7.6
USA,Athens OH/USA,2016.0,6.2
USA,Athens OH/USA,2017.0,6.3
USA,Athens OH/USA,2018.0,6.7
USA,Athens OH/USA,2019.0,6.4
GRC,Athina/GRC,2013.0,15.539
GRC,Athina/GRC,2014.0,15.564
GRC,Athina/GRC,2015.0,16.011
GRC,Athina/GRC,2016.0,16.474
GRC,Athina/GRC,2017.0,15.448
GRC,Athina/GRC,2018.0,15.486
GRC,Athina/GRC,2019.0,15.658
USA,Atlanta Sandy Springs Roswell GA/USA,2010.0,12.94
USA,Atlanta Sandy Springs Roswell GA/USA,2011.0,12.06
USA,Atlanta Sandy Springs Roswell GA/USA,2012.0,10.54
USA,Atlanta Sandy Springs Roswell GA/USA,2013.0,9.58
USA,Atlanta Sandy Springs Roswell GA/USA,2014.0,10.3
USA,Atlanta Sandy Springs Roswell GA/USA,2015.0,9.2
USA,Atlanta Sandy Springs Roswell GA/USA,2016.0,9.24
USA,Atlanta Sandy Springs Roswell GA/USA,2017.0,9.26
USA,Atlanta Sandy Springs Roswell GA/USA,2018.0,8.44
USA,Atlanta Sandy Springs Roswell GA/USA,2019.0,9.12
USA,Atlantic City Hammonton NJ/USA,2010.0,8.8
USA,Atlantic City Hammonton NJ/USA,2011.0,9.0
USA,Atlantic City Hammonton NJ/USA,2012.0,7.9
USA,Atlantic City Hammonton NJ/USA,2013.0,7.95
USA,Atlantic City Hammonton NJ/USA,2014.0,7.7
USA,Atlantic City Hammonton NJ/USA,2015.0,7.35
USA,Atlantic City Hammonton NJ/USA,2016.0,7.0
USA,Atlantic City Hammonton NJ/USA,2017.0,6.8
USA,Atlantic City Hammonton NJ/USA,2018.0,6.35
USA,Atlantic City Hammonton NJ/USA,2019.0,6.6
NZL,Auckland/NZL,2012.0,5.76
NZL,Auckland/NZL,2014.0,5.642
NZL,Auckland/NZL,2015.0,5.29
NZL,Auckland/NZL,2016.0,5.763
NZL,Auckland/NZL,2017.0,6.29
NZL,Auckland/NZL,2018.0,6.46
NZL,Auckland/NZL,2019.0,6.752
DEU,Augsburg/DEU,2010.0,15.991
DEU,Augsburg/DEU,2013.0,15.313
DEU,Augsburg/DEU,2014.0,12.921
DEU,Augsburg/DEU,2015.0,12.994
DEU,Augsburg/DEU,2016.0,11.543
DEU,Augsburg/DEU,2017.0,11.851
DEU,Augsburg/DEU,2018.0,13.126
DEU,Augsburg/DEU,2019.0,10.548
USA,Augusta Richmond County GA SC/USA,2010.0,11.35
USA,Augusta Richmond County GA SC/USA,2011.0,11.05
USA,Augusta Richmond County GA SC/USA,2012.0,9.6
USA,Augusta Richmond County GA SC/USA,2013.0,9.05
USA,Augusta Richmond County GA SC/USA,2014.0,9.6
USA,Augusta Richmond County GA SC/USA,2015.0,8.4
USA,Augusta Richmond County GA SC/USA,2016.0,9.4
USA,Augusta Richmond County GA SC/USA,2017.0,8.7
USA,Augusta Richmond County GA SC/USA,2018.0,8.45
USA,Augusta Richmond County GA SC/USA,2019.0,9.2
USA,Austin Round Rock TX/USA,2010.0,10.0
USA,Austin Round Rock TX/USA,2011.0,10.6
USA,Austin Round Rock TX/USA,2012.0,10.1
USA,Austin Round Rock TX/USA,2013.0,
USA,Austin Round Rock TX/USA,2014.0,10.0
USA,Austin Round Rock TX/USA,2015.0,9.5
USA,Austin Round Rock TX/USA,2016.0,9.3
USA,Austin Round Rock TX/USA,2017.0,10.0
USA,Austin Round Rock TX/USA,2018.0,10.0
USA,Austin Round Rock TX/USA,2019.0,9.4
FRA,Avignon/FRA,2010.0,14.799
FRA,Avignon/FRA,2013.0,14.754
FRA,Avignon/FRA,2014.0,12.733
FRA,Avignon/FRA,2015.0,11.182
FRA,Avignon/FRA,2016.0,11.725
FRA,Avignon/FRA,2017.0,12.682
FRA,Avignon/FRA,2018.0,11.717
FRA,Avignon/FRA,2019.0,10.983
MEX,Azcapotzalco/MEX,2010.0,23.306
MEX,Azcapotzalco/MEX,2011.0,26.406
MEX,Azcapotzalco/MEX,2012.0,25.37
MEX,Azcapotzalco/MEX,2013.0,28.314
MEX,Azcapotzalco/MEX,2014.0,26.16
MEX,Azcapotzalco/MEX,2015.0,27.028
MEX,Azcapotzalco/MEX,2016.0,24.939
MEX,Azcapotzalco/MEX,2017.0,25.752
DEU,Bad Kreuznach/DEU,2010.0,15.621
DEU,Bad Kreuznach/DEU,2013.0,13.708
DEU,Bad Kreuznach/DEU,2014.0,13.08
DEU,Bad Kreuznach/DEU,2015.0,12.711
DEU,Bad Kreuznach/DEU,2016.0,11.575
DEU,Bad Kreuznach/DEU,2017.0,11.347
DEU,Bad Kreuznach/DEU,2018.0,12.397
DEU,Bad Kreuznach/DEU,2019.0,11.033
DEU,Bad Lauterberg Im Harz/DEU,2010.0,18.396
DEU,Bad Lauterberg Im Harz/DEU,2013.0,14.153
DEU,Bad Lauterberg Im Harz/DEU,2014.0,14.523
DEU,Bad Lauterberg Im Harz/DEU,2015.0,12.788
DEU,Bad Lauterberg Im Harz/DEU,2016.0,12.964
DEU,Bad Lauterberg Im Harz/DEU,2017.0,11.915
DEU,Bad Lauterberg Im Harz/DEU,2018.0,13.854
DEU,Bad Lauterberg Im Harz/DEU,2019.0,
DEU,Bad Sassendorf/DEU,2013.0,14.975
DEU,Bad Sassendorf/DEU,2014.0,13.198
DEU,Bad Sassendorf/DEU,2015.0,12.443
DEU,Bad Sassendorf/DEU,2016.0,11.464
DEU,Bad Sassendorf/DEU,2017.0,11.62
DEU,Bad Sassendorf/DEU,2018.0,11.423
DEU,Bad Sassendorf/DEU,2019.0,8.932
USA,Bakersfield CA/USA,2010.0,12.133
USA,Bakersfield CA/USA,2011.0,12.3
USA,Bakersfield CA/USA,2012.0,11.367
USA,Bakersfield CA/USA,2013.0,17.1
USA,Bakersfield CA/USA,2014.0,15.333
USA,Bakersfield CA/USA,2015.0,13.067
USA,Bakersfield CA/USA,2016.0,12.7
USA,Bakersfield CA/USA,2017.0,13.2
USA,Bakersfield CA/USA,2018.0,14.733
USA,Bakersfield CA/USA,2019.0,10.467
USA,Baltimore Columbia Towson MD/USA,2010.0,10.725
USA,Baltimore Columbia Towson MD/USA,2011.0,10.55
USA,Baltimore Columbia Towson MD/USA,2012.0,10.25
USA,Baltimore Columbia Towson MD/USA,2013.0,9.275
USA,Baltimore Columbia Towson MD/USA,2014.0,9.575
USA,Baltimore Columbia Towson MD/USA,2015.0,9.225
USA,Baltimore Columbia Towson MD/USA,2016.0,7.675
USA,Baltimore Columbia Towson MD/USA,2017.0,8.1
USA,Baltimore Columbia Towson MD/USA,2018.0,7.775
USA,Baltimore Columbia Towson MD/USA,2019.0,7.725
ITA,Banchette/ITA,2013.0,23.514
ITA,Banchette/ITA,2014.0,18.951
ITA,Banchette/ITA,2015.0,23.773
ITA,Banchette/ITA,2016.0,19.899
ITA,Banchette/ITA,2017.0,23.771
ITA,Banchette/ITA,2018.0,19.166
ITA,Banchette/ITA,2019.0,16.409
SVK,Banska Bystrica/SVK,2010.0,23.97
SVK,Banska Bystrica/SVK,2013.0,17.233
SVK,Banska Bystrica/SVK,2014.0,18.426
SVK,Banska Bystrica/SVK,2015.0,23.554
SVK,Banska Bystrica/SVK,2016.0,16.504
SVK,Banska Bystrica/SVK,2017.0,19.629
SVK,Banska Bystrica/SVK,2018.0,17.282
SVK,Banska Bystrica/SVK,2019.0,13.92
USA,Baraboo WI/USA,2010.0,8.3
USA,Baraboo WI/USA,2011.0,8.8
