SpatialDim,TimeDim,NumericValue
EUR,2014,8117542.0
EUR,2015,8250590.0
EUR,2016,8233624.0
EUR,2017,8304807.0
EUR,2018,8330863.0
EUR,2019,8159700.0
FIN,2000,42597.54
FIN,2001,42651.68
FIN,2002,43686.45
FIN,2003,43527.88
FIN,2004,42571.0
FIN,2005,43055.09
FIN,2006,43922.18
FIN,2007,44961.29
FIN,2008,45121.12
FIN,2009,45747.39
FIN,2010,46705.81
FIN,2011,46692.17
FIN,2012,48288.03
FIN,2013,48108.86
FIN,2014,48969.71
FIN,2015,48882.88
FIN,2016,50302.21
FIN,2017,50099.91
FIN,2018,50772.39
FIN,2019,51345.85
FJI,2000,4382.305
FJI,2001,4403.937
FJI,2002,4441.449
FJI,2003,4582.699
FJI,2004,4541.448
FJI,2005,4731.882
FJI,2006,4891.876
FJI,2007,5107.148
FJI,2008,5281.973
FJI,2009,5283.516
FJI,2010,5364.827
FJI,2011,5472.863
FJI,2012,5528.166
FJI,2013,5551.833
FJI,2014,5549.106
FJI,2015,5510.008
FJI,2016,5655.369
FJI,2017,5793.373
FJI,2018,5918.403
FJI,2019,6037.765
FRA,2000,452522.4
FRA,2001,459783.5
FRA,2002,464258.5
FRA,2003,479369.9
FRA,2004,444793.2
FRA,2005,453745.0
FRA,2006,445845.6
FRA,2007,449864.5
FRA,2008,461382.3
FRA,2009,464658.7
FRA,2010,470441.9
FRA,2011,466897.8
FRA,2012,495440.9
FRA,2013,487655.7
FRA,2014,479605.1
FRA,2015,506027.3
FRA,2016,508103.2
FRA,2017,513130.2
FRA,2018,518317.3
FRA,2019,521696.5
FSM,2000,608.5541
FSM,2001,619.4217
FSM,2002,625.6843
FSM,2003,638.8063
FSM,2004,653.0622
FSM,2005,662.892
FSM,2006,664.886
FSM,2007,662.1848
FSM,2008,659.0479
FSM,2009,654.643
FSM,2010,648.8713
FSM,2011,660.2924
FSM,2012,672.4455
FSM,2013,684.9402
FSM,2014,698.3524
FSM,2015,718.882
FSM,2016,740.9132
FSM,2017,767.2291
FSM,2018,794.1345
FSM,2019,816.2725
GAB,2000,5945.575
GAB,2001,5930.147
GAB,2002,5773.474
GAB,2003,5802.185
GAB,2004,5543.36
GAB,2005,5699.59
GAB,2006,5944.675
GAB,2007,5906.982
GAB,2008,6212.135
GAB,2009,5987.897
GAB,2010,5955.554
GAB,2011,6093.901
GAB,2012,5724.774
GAB,2013,5730.169
GAB,2014,6329.408
GAB,2015,6374.198
GAB,2016,6383.782
GAB,2017,6408.083
GAB,2018,6523.814
GAB,2019,6454.955
GBR,2000,512847.6
GBR,2001,542602.2
GBR,2002,546008.4
GBR,2003,548842.8
GBR,2004,524068.3
GBR,2005,514312.3
GBR,2006,507489.6
GBR,2007,512488.9
GBR,2008,519447.7
GBR,2009,503910.8
GBR,2010,507702.4
GBR,2011,501961.6
GBR,2012,526651.6
GBR,2013,533677.1
GBR,2014,522745.5
GBR,2015,547909.5
GBR,2016,546796.0
GBR,2017,540061.5
GBR,2018,541722.3
GBR,2019,541739.3
GEO,2000,49401.1
GEO,2001,46010.54
GEO,2002,52541.55
GEO,2003,51440.22
GEO,2004,53402.52
GEO,2005,43910.46
GEO,2006,45102.58
GEO,2007,43443.51
GEO,2008,44288.96
GEO,2009,48058.03
GEO,2010,49479.33
GEO,2011,51535.3
GEO,2012,50619.31
GEO,2013,49872.66
GEO,2014,50547.19
GEO,2015,50704.21
GEO,2016,52784.61
GEO,2017,50030.72
GEO,2018,49171.11
GEO,2019,49816.67
GHA,2000,51500.64
GHA,2001,54191.62
GHA,2002,56197.42
GHA,2003,58385.53
GHA,2004,59969.23
GHA,2005,61879.51
GHA,2006,64760.28
GHA,2007,67777.26
GHA,2008,70264.55
GHA,2009,72180.18
GHA,2010,74055.57
GHA,2011,75860.1
GHA,2012,78023.41
GHA,2013,79790.17
GHA,2014,80642.0
GHA,2015,81419.11
GHA,2016,83205.48
GHA,2017,84324.47
GHA,2018,84735.48
GHA,2019,86302.73
GIN,2000,23807.54
GIN,2001,24037.26
GIN,2002,25159.53
GIN,2003,25439.58
GIN,2004,25965.16
GIN,2005,25795.29
GIN,2006,27248.05
GIN,2007,28443.87
GIN,2008,28923.48
GIN,2009,29499.29
GIN,2010,30469.86
GIN,2011,31561.22
GIN,2012,32438.29
GIN,2013,33428.59
GIN,2014,33811.46
GIN,2015,34504.21
GIN,2016,35183.48
GIN,2017,35617.71
GIN,2018,36046.65
GIN,2019,35962.52
GMB,2000,3418.249
GMB,2001,3544.382
GMB,2002,3681.216
GMB,2003,3788.804
GMB,2004,3929.032
GMB,2005,3974.17
GMB,2006,4076.861
GMB,2007,4167.688
GMB,2008,4265.319
GMB,2009,4327.271
GMB,2010,4382.042
GMB,2011,4565.029
GMB,2012,4679.327
GMB,2013,4777.387
GMB,2014,4894.63
GMB,2015,4909.518
GMB,2016,4981.415
GMB,2017,5098.907
GMB,2018,5162.323
GMB,2019,5258.218
GNB,2000,4445.875
GNB,2001,4526.331
GNB,2002,4525.167
GNB,2003,4359.422
GNB,2004,4457.861
GNB,2005,4560.385
GNB,2006,4672.543
GNB,2007,4777.201
GNB,2008,4869.344
GNB,2009,4982.733
GNB,2010,4995.698
GNB,2011,5056.686
GNB,2012,5073.047
GNB,2013,5215.173
GNB,2014,5177.79
GNB,2015,4972.076
GNB,2016,5211.072
GNB,2017,5321.665
GNB,2018,5380.392
GNB,2019,5367.727
GNQ,2000,2414.393
GNQ,2001,2343.939
GNQ,2002,2257.564
GNQ,2003,2275.359
GNQ,2004,2270.976
GNQ,2005,2279.075
GNQ,2006,2407.761
GNQ,2007,2457.174
GNQ,2008,2516.803
GNQ,2009,2604.041
GNQ,2010,2744.289
GNQ,2011,2890.187
GNQ,2012,2893.033
GNQ,2013,2845.369
GNQ,2014,2990.935
GNQ,2015,3196.292
GNQ,2016,3265.198
GNQ,2017,3214.753
GNQ,2018,3343.634
GNQ,2019,3350.232
GRC,2000,96867.12
GRC,2001,94790.92
GRC,2002,95972.87
GRC,2003,97142.49
GRC,2004,96391.29
GRC,2005,95841.18
GRC,2006,96463.77
GRC,2007,99896.52
GRC,2008,98228.12
GRC,2009,98169.91
GRC,2010,99526.93
GRC,2011,101329.3
GRC,2012,105748.0
GRC,2013,101126.8
GRC,2014,100152.7
GRC,2015,105465.9
GRC,2016,102976.9
GRC,2017,107958.4
GRC,2018,105419.5
GRC,2019,104540.9
GRD,2000,644.2664
GRD,2001,656.3875
GRD,2002,680.7295
GRD,2003,698.9843
GRD,2004,720.4789
GRD,2005,726.5436
GRD,2006,762.4326
GRD,2007,792.6729
GRD,2008,813.285
GRD,2009,860.3024
GRD,2010,898.5598
GRD,2011,878.7545
GRD,2012,787.8224
GRD,2013,787.4622
GRD,2014,794.5258
GRD,2015,795.8663
GRD,2016,845.9315
GRD,2017,852.0637
GRD,2018,843.1172
GRD,2019,839.5817
GTM,2000,32355.4
GTM,2001,33177.92
GTM,2002,33404.31
GTM,2003,35007.26
GTM,2004,36734.84
GTM,2005,39523.08
GTM,2006,40322.15
GTM,2007,39385.22
GTM,2008,40681.76
GTM,2009,43895.16
GTM,2010,46279.48
GTM,2011,47666.79
GTM,2012,49263.25
GTM,2013,50894.14
GTM,2014,52624.79
GTM,2015,54900.79
GTM,2016,55801.36
GTM,2017,56030.94
GTM,2018,57625.58
GTM,2019,58567.79
GUY,2000,3706.808
GUY,2001,3589.454
GUY,2002,3701.912
GUY,2003,3811.283
GUY,2004,3912.044
GUY,2005,3943.817
GUY,2006,3989.332
GUY,2007,4023.425
GUY,2008,4113.354
GUY,2009,4151.348
GUY,2010,4168.025
GUY,2011,4267.482
GUY,2012,4416.02
GUY,2013,4536.726
GUY,2014,4578.471
GUY,2015,4714.976
GUY,2016,4880.792
GUY,2017,5102.866
GUY,2018,5363.466
GUY,2019,5609.879
HND,2000,18708.65
HND,2001,19313.75
HND,2002,20169.7
HND,2003,20938.44
HND,2004,21678.89
HND,2005,22521.74
HND,2006,23487.61
HND,2007,24240.15
HND,2008,24900.31
HND,2009,25716.61
HND,2010,26861.21
HND,2011,28759.52
HND,2012,33971.78
HND,2013,35272.83
HND,2014,36642.83
HND,2015,38391.2
HND,2016,36493.86
HND,2017,38021.06
HND,2018,38279.34
HND,2019,39294.53
HRV,2000,45632.77
HRV,2001,45130.59
HRV,2002,46001.84
HRV,2003,47764.74
HRV,2004,44758.89
HRV,2005,46734.01
HRV,2006,45929.0
HRV,2007,47839.82
HRV,2008,47860.57
HRV,2009,48352.8
HRV,2010,48333.31
HRV,2011,47527.5
HRV,2012,48039.84
HRV,2013,46910.51
HRV,2014,47245.55
HRV,2015,50247.84
HRV,2016,47556.79
HRV,2017,48999.13
HRV,2018,48002.72
HRV,2019,47408.37
HTI,2000,43714.58
HTI,2001,44292.71
HTI,2002,44799.53
HTI,2003,45543.52
HTI,2004,45838.48
HTI,2005,46969.39
HTI,2006,48227.98
HTI,2007,49777.71
HTI,2008,50692.97
HTI,2009,51807.18
HTI,2010,52087.24
HTI,2011,53838.79
HTI,2012,54988.41
HTI,2013,55961.2
HTI,2014,57098.59
HTI,2015,58202.66
HTI,2016,59131.25
HTI,2017,60244.26
HTI,2018,61700.94
HTI,2019,62874.6
HUN,2000,129204.6
HUN,2001,121002.8
HUN,2002,121897.9
HUN,2003,124954.7
HUN,2004,121231.2
HUN,2005,124131.6
HUN,2006,121061.6
HUN,2007,122264.1
HUN,2008,118994.9
HUN,2009,118276.7
HUN,2010,116512.9
HUN,2011,115685.9
HUN,2012,117478.2
HUN,2013,115012.6
HUN,2014,114134.6
HUN,2015,117851.7
HUN,2016,115491.9
HUN,2017,120749.4
HUN,2018,120950.6
HUN,2019,119527.0
IDN,2000,845260.7
IDN,2001,872206.6
IDN,2002,898460.3
IDN,2003,920666.4
IDN,2004,943937.9
IDN,2005,954932.8
IDN,2006,985813.9
IDN,2007,1019345.0
IDN,2008,1044558.0
IDN,2009,1063374.0
IDN,2010,1077480.0
IDN,2011,1110951.0
IDN,2012,1146929.0
IDN,2013,1176375.0
IDN,2014,1204011.0
IDN,2015,1230851.0
IDN,2016,1274554.0
IDN,2017,1314026.0
IDN,2018,1350812.0
IDN,2019,1386263.0
IND,2000,4145714.0
IND,2001,4275250.0
IND,2002,4359539.0
IND,2003,4328927.0
IND,2004,4185629.0
IND,2005,4322658.0
IND,2006,4536396.0
IND,2007,4719047.0
IND,2008,4885775.0
IND,2009,4804248.0
IND,2010,4828004.0
IND,2011,4990656.0
IND,2012,5126843.0
IND,2013,5305719.0
IND,2014,5376996.0
IND,2015,5489996.0
IND,2016,5611975.0
IND,2017,5731477.0
IND,2018,5924261.0
IND,2019,6046960.0
IRL,2000,26037.15
IRL,2001,25285.96
IRL,2002,24969.67
IRL,2003,24447.48
IRL,2004,24128.09
IRL,2005,23304.54
IRL,2006,24052.33
IRL,2007,24572.33
IRL,2008,24580.56
IRL,2009,24962.16
IRL,2010,24037.02
IRL,2011,24810.36
IRL,2012,25539.34
IRL,2013,25813.24
IRL,2014,26332.5
IRL,2015,25728.4
IRL,2016,26270.06
IRL,2017,26870.66
IRL,2018,27439.61
IRL,2019,27887.63
IRN,2000,191058.6
IRN,2001,195091.1
IRN,2002,199215.7
IRN,2003,201521.6
IRN,2004,205124.5
IRN,2005,206888.6
IRN,2006,212111.3
IRN,2007,218388.4
IRN,2008,220721.3
IRN,2009,223580.4
IRN,2010,225586.6
IRN,2011,232291.6
IRN,2012,238521.0
IRN,2013,247356.0
IRN,2014,257915.0
IRN,2015,269174.9
IRN,2016,278741.6
IRN,2017,286559.4
IRN,2018,290989.1
IRN,2019,296437.2
IRQ,2000,76385.35
IRQ,2001,77239.95
IRQ,2002,78362.77
IRQ,2003,81720.16
IRQ,2004,81920.2
IRQ,2005,82227.51
IRQ,2006,84074.79
IRQ,2007,85336.16
IRQ,2008,86483.45
IRQ,2009,86424.59
IRQ,2010,87057.48
IRQ,2011,89162.82
IRQ,2012,90946.86
IRQ,2013,92951.44
IRQ,2014,94260.99
IRQ,2015,96084.17
IRQ,2016,98905.84
IRQ,2017,100509.7
IRQ,2018,103150.8
IRQ,2019,107219.2
ISL,2000,1594.058
ISL,2001,1615.417
ISL,2002,1620.93
ISL,2003,1641.336
ISL,2004,1641.522
ISL,2005,1665.073
ISL,2006,1682.224
ISL,2007,1725.923
ISL,2008,1767.767
ISL,2009,1776.243
ISL,2010,1801.499
ISL,2011,1825.029
ISL,2012,1852.358
ISL,2013,1879.508
ISL,2014,1920.746
ISL,2015,1945.686
ISL,2016,1970.383
ISL,2017,2009.098
ISL,2018,2041.769
ISL,2019,2094.549
ISR,2000,31282.02
ISR,2001,31241.45
ISR,2002,32200.3
ISR,2003,32480.57
ISR,2004,32153.41
ISR,2005,32845.21
ISR,2006,33152.38
ISR,2007,34737.47
ISR,2008,34068.75
ISR,2009,33124.38
ISR,2010,34076.87
ISR,2011,34823.24
ISR,2012,36339.24
ISR,2013,36018.59
ISR,2014,36234.21
ISR,2015,37370.7
ISR,2016,37250.77
ISR,2017,37850.75
ISR,2018,37597.14
ISR,2019,38754.25
ITA,2000,522150.2
ITA,2001,518269.7
ITA,2002,515275.1
ITA,2003,542380.3
ITA,2004,512237.4
ITA,2005,528980.7
ITA,2006,513217.1
ITA,2007,525470.8
ITA,2008,533115.6
ITA,2009,536498.6
ITA,2010,530482.6
ITA,2011,548519.4
ITA,2012,566116.0
ITA,2013,550468.4
ITA,2014,547423.5
ITA,2015,587261.4
ITA,2016,564390.6
ITA,2017,597202.4
ITA,2018,591600.0
ITA,2019,590485.1
JAM,2000,12081.09
JAM,2001,12176.79
JAM,2002,11874.73
JAM,2003,11698.42
JAM,2004,11396.96
JAM,2005,10706.77
JAM,2006,11000.65
JAM,2007,11981.63
JAM,2008,13298.71
JAM,2009,14270.22
JAM,2010,12869.18
JAM,2011,13974.84
JAM,2012,13032.92
JAM,2013,13134.3
JAM,2014,14283.33
JAM,2015,14506.23
JAM,2016,14650.9
JAM,2017,14741.77
JAM,2018,15044.47
JAM,2019,15309.73
JOR,2000,13614.95
JOR,2001,13950.77
JOR,2002,14114.66
JOR,2003,13940.67
JOR,2004,14308.84
JOR,2005,14812.31
JOR,2006,15265.87
JOR,2007,14857.6
JOR,2008,14619.37
JOR,2009,14897.0
JOR,2010,15486.52
JOR,2011,16052.35
JOR,2012,16807.46
JOR,2013,17363.52
JOR,2014,18189.39
JOR,2015,18968.94
JOR,2016,19995.52
JOR,2017,21082.68
JOR,2018,22172.02
JOR,2019,22986.71
JPN,2000,767590.7
JPN,2001,778985.8
JPN,2002,789040.6
JPN,2003,809437.0
JPN,2004,824914.6
JPN,2005,862114.9
JPN,2006,865866.6
JPN,2007,886737.1
JPN,2008,914757.1
JPN,2009,917077.6
JPN,2010,960945.3
JPN,2011,990794.3
JPN,2012,1012931.0
JPN,2013,1027070.0
JPN,2014,1037349.0
JPN,2015,1052630.0
JPN,2016,1073569.0
JPN,2017,1125592.0
JPN,2018,1148851.0
JPN,2019,1146102.0
KAZ,2000,132772.2
KAZ,2001,133490.2
KAZ,2002,133847.4
KAZ,2003,138066.6
KAZ,2004,130671.8
KAZ,2005,130354.1
KAZ,2006,128748.8
KAZ,2007,129213.1
KAZ,2008,123000.5
KAZ,2009,114815.4
KAZ,2010,118840.4
KAZ,2011,119189.8
KAZ,2012,119230.8
KAZ,2013,114593.0
KAZ,2014,111936.7
KAZ,2015,110413.3
KAZ,2016,111438.4
KAZ,2017,111298.5
KAZ,2018,110639.7
KAZ,2019,110077.8
KEN,2000,71508.57
KEN,2001,70688.0
KEN,2002,71077.93
KEN,2003,70891.94
KEN,2004,70664.68
KEN,2005,74869.29
KEN,2006,77882.05
KEN,2007,82582.77
KEN,2008,85264.67
KEN,2009,86072.85
KEN,2010,87865.46
KEN,2011,91186.12
KEN,2012,94248.59
KEN,2013,97591.17
KEN,2014,98883.05
KEN,2015,99870.73
KEN,2016,103009.7
KEN,2017,108265.4
KEN,2018,115350.3
KEN,2019,119957.7
KGZ,2000,27657.97
KGZ,2001,26341.52
KGZ,2002,28615.68
KGZ,2003,28881.21
KGZ,2004,27537.1
KGZ,2005,28832.78
KGZ,2006,29867.61
KGZ,2007,29355.8
KGZ,2008,29025.6
KGZ,2009,28555.76
KGZ,2010,27957.23
KGZ,2011,28518.42
KGZ,2012,28919.03
KGZ,2013,27688.31
KGZ,2014,28308.29
KGZ,2015,27724.51
KGZ,2016,26109.11
KGZ,2017,25965.31
KGZ,2018,25314.98
KGZ,2019,24368.03
KHM,2000,41851.49
KHM,2001,42744.19
KHM,2002,43271.5
KHM,2003,43751.13
KHM,2004,44983.0
KHM,2005,46161.16
KHM,2006,47417.14
KHM,2007,48499.09
KHM,2008,49088.73
KHM,2009,49716.84
KHM,2010,51122.0
KHM,2011,52575.71
KHM,2012,53999.24
KHM,2013,55221.13
KHM,2014,56361.16
KHM,2015,57759.57
KHM,2016,59771.51
KHM,2017,61568.82
KHM,2018,63588.13
KHM,2019,65439.6
KIR,2000,631.8545
KIR,2001,644.5684
KIR,2002,658.1881
KIR,2003,667.2663
KIR,2004,680.9108
KIR,2005,697.0742
KIR,2006,714.3729
KIR,2007,738.1803
KIR,2008,755.0506
KIR,2009,765.0804
KIR,2010,775.6327
KIR,2011,787.8246
KIR,2012,797.1927
KIR,2013,814.4993
KIR,2014,821.8344
KIR,2015,829.0639
KIR,2016,857.6397
KIR,2017,883.3195
KIR,2018,902.9972
KIR,2019,935.0944
KOR,2000,201101.3
KOR,2001,198967.0
KOR,2002,204019.9
KOR,2003,200940.1
KOR,2004,201143.5
KOR,2005,199382.5
KOR,2006,198901.8
KOR,2007,201267.8
KOR,2008,200973.2
KOR,2009,198135.8
KOR,2010,204593.9
KOR,2011,205609.3
KOR,2012,214525.8
KOR,2013,213743.0
KOR,2014,215304.2
KOR,2015,220433.9
KOR,2016,223280.0
KOR,2017,225923.7
KOR,2018,232340.7
KOR,2019,230031.6
KWT,2000,2873.348
KWT,2001,2707.588
KWT,2002,2936.605
KWT,2003,2902.526
KWT,2004,3038.886
KWT,2005,3098.751
KWT,2006,3248.548
KWT,2007,3268.834
KWT,2008,3796.615
KWT,2009,3717.734
KWT,2010,3530.877
KWT,2011,3453.195
KWT,2012,3656.456
KWT,2013,3922.872
KWT,2014,4196.262
KWT,2015,4589.717
KWT,2016,5055.115
KWT,2017,5545.835
KWT,2018,6027.116
KWT,2019,6540.32
LAO,2000,20822.48
LAO,2001,21475.89
LAO,2002,21649.36
LAO,2003,21739.63
LAO,2004,21836.36
LAO,2005,22125.92
LAO,2006,22538.21
LAO,2007,22652.9
LAO,2008,23195.47
LAO,2009,23237.4
LAO,2010,23261.91
LAO,2011,23637.46
LAO,2012,23922.19
LAO,2013,24330.98
LAO,2014,24813.93
LAO,2015,25313.79
LAO,2016,26021.52
LAO,2017,26828.23
LAO,2018,27700.26
LAO,2019,28452.71
LBN,2000,13960.54
LBN,2001,14468.71
LBN,2002,15148.85
LBN,2003,15941.8
LBN,2004,16799.06
LBN,2005,17572.96
LBN,2006,18289.58
LBN,2007,19290.96
LBN,2008,19991.6
LBN,2009,20873.43
LBN,2010,22014.34
LBN,2011,23419.32
LBN,2012,24847.13
LBN,2013,26441.17
LBN,2014,27935.11
LBN,2015,29262.2
LBN,2016,30722.9
LBN,2017,32086.55
LBN,2018,32458.67
LBN,2019,33495.74
LBR,2000,7852.857
LBR,2001,7830.813
LBR,2002,8186.065
LBR,2003,8049.589
LBR,2004,8287.396
LBR,2005,8147.997
LBR,2006,8518.159
LBR,2007,9001.78
LBR,2008,9344.795
LBR,2009,9666.275
LBR,2010,9871.344
LBR,2011,10505.54
LBR,2012,10837.65
LBR,2013,10835.3
LBR,2014,11130.46
LBR,2015,10314.21
LBR,2016,10748.29
LBR,2017,11002.01
LBR,2018,11236.9
LBR,2019,11594.32
LBY,2000,13550.36
LBY,2001,13983.32
LBY,2002,14389.38
LBY,2003,14380.87
LBY,2004,13712.93
LBY,2005,13817.79
LBY,2006,14140.16
LBY,2007,15594.9
LBY,2008,15977.88
LBY,2009,16563.11
LBY,2010,16166.13
LBY,2011,16126.04
LBY,2012,16839.23
LBY,2013,16801.67
LBY,2014,17549.38
LBY,2015,17854.6
LBY,2016,18333.4
LBY,2017,19597.08
LBY,2018,20434.67
LBY,2019,20354.01
LCA,2000,837.6062
LCA,2001,862.2265
LCA,2002,865.6176
LCA,2003,872.7299
LCA,2004,858.4595
LCA,2005,844.4291
LCA,2006,871.4135
LCA,2007,871.7962
LCA,2008,906.5131
LCA,2009,903.2302
LCA,2010,909.748
LCA,2011,906.6615
LCA,2012,951.2625
LCA,2013,986.3167
LCA,2014,1030.197
LCA,2015,1045.641
LCA,2016,1121.467
LCA,2017,1170.356
LCA,2018,1205.152
LCA,2019,1227.889
LKA,2000,88366.11
LKA,2001,88302.03
LKA,2002,88182.03
LKA,2003,91511.03
LKA,2004,93453.68
LKA,2005,99769.74
LKA,2006,93773.15
LKA,2007,96107.5
LKA,2008,98746.17
LKA,2009,101998.1
LKA,2010,103904.7
LKA,2011,100068.3
LKA,2012,101182.1
LKA,2013,105148.4
LKA,2014,106759.5
LKA,2015,109075.7
LKA,2016,112116.2
LKA,2017,115116.3
LKA,2018,117974.8
LKA,2019,120474.6
LSO,2000,8965.552
LSO,2001,9036.335
LSO,2002,9538.302
LSO,2003,10159.99
LSO,2004,10384.84
LSO,2005,10497.61
LSO,2006,11477.94
LSO,2007,12007.07
LSO,2008,13219.21
LSO,2009,13615.47
LSO,2010,13907.63
LSO,2011,14504.39
LSO,2012,15565.54
LSO,2013,16509.89
LSO,2014,17168.76
LSO,2015,17303.87
LSO,2016,16974.63
LSO,2017,16277.55
LSO,2018,16224.33
LSO,2019,16104.08
LTU,2000,32964.16
LTU,2001,34738.95
LTU,2002,35345.05
LTU,2003,35171.04
LTU,2004,35451.08
LTU,2005,37129.1
LTU,2006,38678.16
LTU,2007,39505.54
LTU,2008,38007.9
LTU,2009,36516.8
LTU,2010,36577.13
LTU,2011,36086.02
LTU,2012,36202.74
LTU,2013,36686.9
LTU,2014,35829.85
LTU,2015,37370.18
LTU,2016,37371.18
LTU,2017,37390.71
LTU,2018,37176.84
LTU,2019,38275.26
LUX,2000,3244.992
LUX,2001,3292.516
LUX,2002,3292.75
LUX,2003,3294.71
LUX,2004,3325.135
LUX,2005,3318.554
LUX,2006,3306.09
LUX,2007,3300.362
LUX,2008,3306.696
LUX,2009,3255.621
LUX,2010,3259.367
LUX,2011,3315.764
LUX,2012,3372.032
LUX,2013,3369.164
LUX,2014,3348.507
LUX,2015,3372.406
LUX,2016,3455.501
LUX,2017,3578.448
LUX,2018,3664.122
LUX,2019,3762.777
LVA,2000,28167.59
LVA,2001,29422.09
LVA,2002,29052.53
LVA,2003,29205.05
LVA,2004,28871.92
LVA,2005,29225.22
LVA,2006,29744.17
LVA,2007,30073.85
LVA,2008,28424.69
LVA,2009,27474.05
LVA,2010,27459.94
LVA,2011,26420.34
LVA,2012,27180.8
LVA,2013,26860.42
LVA,2014,26592.82
LVA,2015,26635.23
LVA,2016,26943.93
LVA,2017,27197.12
LVA,2018,27237.39
LVA,2019,27398.37
MAR,2000,114522.5
MAR,2001,117127.5
MAR,2002,119359.5
MAR,2003,124580.4
MAR,2004,128428.6
MAR,2005,132644.6
MAR,2006,137715.1
MAR,2007,143150.5
MAR,2008,147161.6
MAR,2009,150924.5
MAR,2010,154289.6
MAR,2011,159259.8
MAR,2012,164200.7
MAR,2013,175881.9
MAR,2014,179590.8
MAR,2015,183114.0
MAR,2016,189225.9
MAR,2017,195790.0
MAR,2018,202303.6
MAR,2019,207683.5
MDA,2000,42538.5
MDA,2001,41278.8
MDA,2002,43218.3
MDA,2003,44176.49
MDA,2004,42430.96
MDA,2005,45198.98
MDA,2006,43499.9
MDA,2007,42750.12
MDA,2008,41790.11
MDA,2009,42218.28
MDA,2010,43768.71
MDA,2011,40020.68
MDA,2012,40506.64
MDA,2013,39021.75
MDA,2014,40075.03
MDA,2015,40319.38
MDA,2016,38749.89
MDA,2017,37380.06
MDA,2018,37480.68
MDA,2019,36731.55
MDG,2000,49439.34
MDG,2001,50220.05
MDG,2002,52437.33
MDG,2003,54656.93
MDG,2004,56234.47
MDG,2005,56783.04
MDG,2006,58431.72
MDG,2007,59524.39
MDG,2008,61292.16
MDG,2009,62676.54
MDG,2010,64246.58
MDG,2011,66446.85
MDG,2012,67461.55
MDG,2013,69475.52
MDG,2014,71720.52
MDG,2015,72316.95
MDG,2016,74922.43
MDG,2017,76772.99
MDG,2018,78829.18
MDG,2019,80162.98
MDV,2000,861.1782
MDV,2001,866.1876
MDV,2002,865.4814
MDV,2003,907.8185
MDV,2004,910.5667
MDV,2005,911.9265
MDV,2006,928.3915
MDV,2007,937.4503
MDV,2008,943.8386
MDV,2009,952.2202
MDV,2010,966.5452
MDV,2011,957.9739
MDV,2012,978.2207
MDV,2013,1004.718
MDV,2014,1045.389
MDV,2015,1088.597
MDV,2016,1126.188
MDV,2017,1153.648
MDV,2018,1141.803
MDV,2019,1131.272
MEX,2000,321471.7
MEX,2001,328537.0
MEX,2002,342497.0
MEX,2003,356664.3
MEX,2004,360323.3
MEX,2005,378815.5
MEX,2006,380056.5
MEX,2007,390697.5
MEX,2008,416990.4
MEX,2009,423572.8
MEX,2010,447245.5
MEX,2011,443887.3
MEX,2012,456464.7
MEX,2013,468833.2
MEX,2014,493260.4
MEX,2015,516073.0
MEX,2016,539914.4
MEX,2017,548160.1
MEX,2018,558169.0
MEX,2019,572444.7
MKD,2000,19084.79
MKD,2001,18937.4
MKD,2002,20594.24
MKD,2003,20768.37
MKD,2004,20535.79
MKD,2005,21104.54
MKD,2006,21451.01
MKD,2007,22588.17
MKD,2008,21977.75
MKD,2009,21889.2
MKD,2010,21772.3
MKD,2011,22419.01
MKD,2012,23307.59
MKD,2013,22257.16
MKD,2014,23087.33
MKD,2015,22982.24
MKD,2016,23473.65
MKD,2017,23810.95
MKD,2018,24025.32
MKD,2019,24066.75
MLI,2000,35921.51
MLI,2001,35748.18
MLI,2002,36627.74
MLI,2003,36559.57
MLI,2004,36806.07
MLI,2005,37322.16
MLI,2006,38048.46
MLI,2007,39341.7
MLI,2008,40385.34
MLI,2009,40801.39
MLI,2010,40864.3
MLI,2011,41895.16
MLI,2012,42659.98
MLI,2013,43297.57
MLI,2014,43761.09
MLI,2015,44096.6
MLI,2016,45207.9
MLI,2017,45619.82
MLI,2018,46180.38
MLI,2019,46711.13
MLT,2000,2779.843
MLT,2001,2763.787
MLT,2002,2756.417
MLT,2003,2797.292
MLT,2004,2837.058
MLT,2005,2882.345
MLT,2006,2929.237
MLT,2007,2940.965
MLT,2008,2931.627
MLT,2009,2929.545
MLT,2010,2979.753
MLT,2011,3022.144
MLT,2012,3052.928
MLT,2013,3043.739
MLT,2014,3068.942
MLT,2015,3094.24
MLT,2016,3151.471
MLT,2017,3226.038
MLT,2018,3323.892
MLT,2019,3412.616
MMR,2000,222629.2
MMR,2001,226530.4
MMR,2002,232283.1
MMR,2003,237789.6
MMR,2004,243318.3
MMR,2005,242878.6
MMR,2006,248316.4
MMR,2007,247237.1
MMR,2008,243216.1
MMR,2009,242867.0
MMR,2010,241065.4
MMR,2011,245441.5
MMR,2012,247686.0
MMR,2013,249476.7
MMR,2014,253022.7
MMR,2015,254805.5
MMR,2016,261239.7
MMR,2017,264582.5
MMR,2018,271533.9
MMR,2019,275165.6
MNE,2000,4918.715
MNE,2001,5048.906
MNE,2002,5194.913
MNE,2003,5357.395
MNE,2004,5489.429
MNE,2005,5621.014
MNE,2006,5785.202
MNE,2007,5906.768
MNE,2008,6008.612
MNE,2009,6088.752
MNE,2010,6094.057
MNE,2011,6274.246
