SpatialDim,TimeDim,NumericValue
FIN,2015,351.2946
FIN,2016,352.0509
FIN,2017,343.2204
FIN,2018,339.5956
FIN,2019,334.3098
FJI,2000,1087.79
FJI,2001,1057.689
FJI,2002,1034.914
FJI,2003,1036.129
FJI,2004,986.7127
FJI,2005,980.6238
FJI,2006,980.2035
FJI,2007,993.3234
FJI,2008,990.9692
FJI,2009,964.2177
FJI,2010,962.183
FJI,2011,962.6304
FJI,2012,955.4291
FJI,2013,949.9745
FJI,2014,947.8743
FJI,2015,942.0722
FJI,2016,937.4429
FJI,2017,934.5187
FJI,2018,928.9125
FJI,2019,923.4328
FRA,2000,392.28
FRA,2001,390.6059
FRA,2002,387.7091
FRA,2003,392.7218
FRA,2004,362.3329
FRA,2005,362.0557
FRA,2006,346.1252
FRA,2007,337.7484
FRA,2008,335.2152
FRA,2009,329.1201
FRA,2010,325.2228
FRA,2011,314.2613
FRA,2012,323.3979
FRA,2013,309.2098
FRA,2014,298.0218
FRA,2015,305.2654
FRA,2016,299.4572
FRA,2017,295.822
FRA,2018,293.0137
FRA,2019,290.0675
FSM,2000,1145.244
FSM,2001,1141.537
FSM,2002,1132.951
FSM,2003,1133.8
FSM,2004,1139.571
FSM,2005,1144.892
FSM,2006,1140.977
FSM,2007,1134.555
FSM,2008,1133.181
FSM,2009,1133.234
FSM,2010,1131.792
FSM,2011,1134.818
FSM,2012,1134.078
FSM,2013,1133.711
FSM,2014,1136.171
FSM,2015,1152.058
FSM,2016,1151.075
FSM,2017,1156.838
FSM,2018,1166.429
FSM,2019,1171.389
GAB,2000,804.5092
GAB,2001,791.139
GAB,2002,758.1376
GAB,2003,755.4342
GAB,2004,720.8522
GAB,2005,731.1771
GAB,2006,746.0566
GAB,2007,729.2925
GAB,2008,751.6637
GAB,2009,720.0716
GAB,2010,709.6058
GAB,2011,706.0935
GAB,2012,650.324
GAB,2013,633.5504
GAB,2014,677.2948
GAB,2015,672.5241
GAB,2016,656.5581
GAB,2017,639.868
GAB,2018,632.2844
GAB,2019,613.2721
GBR,2000,447.4019
GBR,2001,460.6606
GBR,2002,456.2864
GBR,2003,452.1541
GBR,2004,429.4246
GBR,2005,418.4903
GBR,2006,404.9802
GBR,2007,399.0347
GBR,2008,394.6809
GBR,2009,376.4769
GBR,2010,372.6284
GBR,2011,359.0275
GBR,2012,362.777
GBR,2013,360.5927
GBR,2014,349.2096
GBR,2015,358.0378
GBR,2016,352.0923
GBR,2017,339.5256
GBR,2018,334.7525
GBR,2019,329.8761
GEO,2000,883.8296
GEO,2001,805.4846
GEO,2002,906.3646
GEO,2003,877.5052
GEO,2004,896.6879
GEO,2005,746.3931
GEO,2006,730.0621
GEO,2007,685.5195
GEO,2008,694.939
GEO,2009,752.7788
GEO,2010,745.5629
GEO,2011,754.8733
GEO,2012,732.0309
GEO,2013,719.4358
GEO,2014,726.0775
GEO,2015,727.1153
GEO,2016,743.3433
GEO,2017,697.6739
GEO,2018,686.8299
GEO,2019,695.3605
GHA,2000,659.2299
GHA,2001,668.3982
GHA,2002,673.8085
GHA,2003,676.2276
GHA,2004,677.5735
GHA,2005,682.3611
GHA,2006,688.4008
GHA,2007,693.6005
GHA,2008,697.0209
GHA,2009,695.7543
GHA,2010,695.4236
GHA,2011,688.0864
GHA,2012,683.0333
GHA,2013,675.6523
GHA,2014,663.63
GHA,2015,655.8415
GHA,2016,646.4127
GHA,2017,636.1301
GHA,2018,623.9687
GHA,2019,618.2837
GIN,2000,617.5055
GIN,2001,616.4656
GIN,2002,630.6338
GIN,2003,632.9856
GIN,2004,639.8863
GIN,2005,638.7067
GIN,2006,659.5905
GIN,2007,673.1107
GIN,2008,674.8795
GIN,2009,679.2254
GIN,2010,690.9118
GIN,2011,696.7298
GIN,2012,699.5362
GIN,2013,703.0487
GIN,2014,698.0687
GIN,2015,698.7112
GIN,2016,691.016
GIN,2017,680.3101
GIN,2018,670.3925
GIN,2019,660.1686
GMB,2000,643.9988
GMB,2001,645.2107
GMB,2002,649.9381
GMB,2003,650.1797
GMB,2004,654.8397
GMB,2005,649.7387
GMB,2006,647.813
GMB,2007,643.3529
GMB,2008,642.015
GMB,2009,636.3916
GMB,2010,629.9521
GMB,2011,635.437
GMB,2012,632.7205
GMB,2013,628.4221
GMB,2014,625.8992
GMB,2015,617.5552
GMB,2016,607.6424
GMB,2017,604.2066
GMB,2018,598.0298
GMB,2019,595.4962
GNB,2000,823.7275
GNB,2001,815.0811
GNB,2002,806.251
GNB,2003,786.6407
GNB,2004,788.4716
GNB,2005,777.806
GNB,2006,777.4606
GNB,2007,776.4982
GNB,2008,777.5085
GNB,2009,781.2108
GNB,2010,772.8546
GNB,2011,763.5076
GNB,2012,748.6665
GNB,2013,750.6713
GNB,2014,730.6655
GNB,2015,699.1035
GNB,2016,701.1511
GNB,2017,697.2309
GNB,2018,687.4936
GNB,2019,672.0589
GNQ,2000,779.2102
GNQ,2001,739.088
GNQ,2002,697.6027
GNQ,2003,685.316
GNQ,2004,668.6875
GNQ,2005,654.6727
GNQ,2006,658.5855
GNQ,2007,650.5539
GNQ,2008,646.5268
GNQ,2009,646.3395
GNQ,2010,653.3913
GNQ,2011,663.5865
GNQ,2012,651.2105
GNQ,2013,629.3723
GNQ,2014,634.9845
GNQ,2015,653.2124
GNQ,2016,655.164
GNQ,2017,635.1637
GNQ,2018,644.6146
GNQ,2019,637.1171
GRC,2000,468.9754
GRC,2001,447.1533
GRC,2002,440.4318
GRC,2003,435.1307
GRC,2004,426.2757
GRC,2005,417.369
GRC,2006,405.4258
GRC,2007,409.9281
GRC,2008,392.7994
GRC,2009,386.1058
GRC,2010,382.1969
GRC,2011,378.2394
GRC,2012,382.6723
GRC,2013,358.8368
GRC,2014,347.3401
GRC,2015,356.2025
GRC,2016,343.0009
GRC,2017,347.4625
GRC,2018,335.3741
GRC,2019,329.0385
GRD,2000,669.3575
GRD,2001,668.0384
GRD,2002,675.5336
GRD,2003,680.4731
GRD,2004,686.7384
GRD,2005,681.4081
GRD,2006,688.342
GRD,2007,693.8889
GRD,2008,691.8653
GRD,2009,707.8317
GRD,2010,714.0001
GRD,2011,691.078
GRD,2012,621.0159
GRD,2013,613.9888
GRD,2014,615.1488
GRD,2015,614.617
GRD,2016,638.5383
GRD,2017,635.7265
GRD,2018,623.732
GRD,2019,617.9438
GTM,2000,531.291
GTM,2001,528.3204
GTM,2002,511.0575
GTM,2003,518.029
GTM,2004,528.1763
GTM,2005,551.6446
GTM,2006,541.1646
GTM,2007,513.4512
GTM,2008,511.4023
GTM,2009,533.0255
GTM,2010,545.5955
GTM,2011,538.0942
GTM,2012,535.9606
GTM,2013,534.457
GTM,2014,534.1778
GTM,2015,538.5918
GTM,2016,527.6689
GTM,2017,509.862
GTM,2018,505.0034
GTM,2019,496.5364
GUY,2000,905.5567
GUY,2001,873.7954
GUY,2002,878.1665
GUY,2003,877.6388
GUY,2004,875.261
GUY,2005,860.9348
GUY,2006,846.264
GUY,2007,835.4106
GUY,2008,840.7297
GUY,2009,840.9669
GUY,2010,837.5163
GUY,2011,827.2064
GUY,2012,824.3726
GUY,2013,818.2972
GUY,2014,802.5902
GUY,2015,799.7336
GUY,2016,797.6097
GUY,2017,797.6681
GUY,2018,799.0694
GUY,2019,800.5491
HND,2000,561.1201
HND,2001,558.5347
HND,2002,564.7946
HND,2003,567.2274
HND,2004,568.0104
HND,2005,571.4647
HND,2006,572.4296
HND,2007,569.0338
HND,2008,565.5911
HND,2009,565.9003
HND,2010,574.1995
HND,2011,595.0072
HND,2012,683.4739
HND,2013,684.6093
HND,2014,685.0273
HND,2015,689.9077
HND,2016,637.878
HND,2017,639.1562
HND,2018,619.7465
HND,2019,613.4653
HRV,2000,630.7998
HRV,2001,615.154
HRV,2002,614.2369
HRV,2003,624.6207
HRV,2004,577.1274
HRV,2005,597.0256
HRV,2006,564.7483
HRV,2007,568.3899
HRV,2008,557.2948
HRV,2009,549.6429
HRV,2010,537.058
HRV,2011,513.8639
HRV,2012,503.7298
HRV,2013,481.3487
HRV,2014,473.8705
HRV,2015,493.8903
HRV,2016,458.8668
HRV,2017,464.7253
HRV,2018,451.3777
HRV,2019,443.7244
HTI,2000,922.9526
HTI,2001,914.757
HTI,2002,906.5625
HTI,2003,904.679
HTI,2004,897.942
HTI,2005,904.4739
HTI,2006,903.7913
HTI,2007,908.017
HTI,2008,904.1013
HTI,2009,903.4935
HTI,2010,865.4706
HTI,2011,895.8679
HTI,2012,888.9907
HTI,2013,880.3036
HTI,2014,875.3705
HTI,2015,871.5234
HTI,2016,858.3136
HTI,2017,848.5998
HTI,2018,844.5165
HTI,2019,837.3337
HUN,2000,772.6384
HUN,2001,712.5114
HUN,2002,710.2829
HUN,2003,720.9805
HUN,2004,695.1255
HUN,2005,706.3187
HUN,2006,676.2676
HUN,2007,672.1485
HUN,2008,645.5996
HUN,2009,637.5191
HUN,2010,625.0597
HUN,2011,609.2597
HUN,2012,604.0211
HUN,2013,582.9131
HUN,2014,575.301
HUN,2015,588.2619
HUN,2016,564.5885
HUN,2017,576.0552
HUN,2018,569.0954
HUN,2019,554.4997
IDN,2000,677.5051
IDN,2001,679.0486
IDN,2002,681.965
IDN,2003,684.6344
IDN,2004,689.7083
IDN,2005,691.643
IDN,2006,693.5404
IDN,2007,697.2732
IDN,2008,697.5948
IDN,2009,696.1401
IDN,2010,693.8264
IDN,2011,690.3127
IDN,2012,688.5458
IDN,2013,684.2324
IDN,2014,680.3245
IDN,2015,676.6601
IDN,2016,674.2744
IDN,2017,670.2769
IDN,2018,665.4683
IDN,2019,660.7458
IND,2000,687.328
IND,2001,688.1495
IND,2002,680.6622
IND,2003,655.7958
IND,2004,615.8517
IND,2005,620.9997
IND,2006,630.7375
IND,2007,634.1774
IND,2008,636.5817
IND,2009,603.7488
IND,2010,584.8598
IND,2011,582.5635
IND,2012,580.1339
IND,2013,588.5986
IND,2014,583.2563
IND,2015,575.5431
IND,2016,565.9017
IND,2017,559.6881
IND,2018,563.1912
IND,2019,558.4635
IRL,2000,514.3089
IRL,2001,486.1219
IRL,2002,468.9396
IRL,2003,449.4974
IRL,2004,435.2672
IRL,2005,413.1
IRL,2006,409.7148
IRL,2007,405.5802
IRL,2008,395.1996
IRL,2009,392.8691
IRL,2010,368.691
IRL,2011,368.9662
IRL,2012,369.7444
IRL,2013,365.3
IRL,2014,364.941
IRL,2015,349.9082
IRL,2016,344.4636
IRL,2017,339.2244
IRL,2018,333.5587
IRL,2019,326.8401
IRN,2000,585.3028
IRN,2001,575.0948
IRN,2002,565.5089
IRN,2003,552.4738
IRN,2004,542.4975
IRN,2005,529.7278
IRN,2006,518.4794
IRN,2007,508.914
IRN,2008,494.3016
IRN,2009,483.2053
IRN,2010,471.8776
IRN,2011,464.0311
IRN,2012,457.0305
IRN,2013,455.8382
IRN,2014,457.0787
IRN,2015,460.4794
IRN,2016,458.7975
IRN,2017,455.3019
IRN,2018,448.3569
IRN,2019,445.6564
IRQ,2000,697.9544
IRQ,2001,684.6883
IRQ,2002,676.2066
IRQ,2003,678.5539
IRQ,2004,670.1746
IRQ,2005,661.2146
IRQ,2006,656.1155
IRQ,2007,662.9008
IRQ,2008,666.6893
IRQ,2009,659.514
IRQ,2010,653.1456
IRQ,2011,646.6065
IRQ,2012,636.7329
IRQ,2013,627.614
IRQ,2014,618.0772
IRQ,2015,611.7103
IRQ,2016,605.3551
IRQ,2017,597.4928
IRQ,2018,599.5434
IRQ,2019,610.7923
ISL,2000,390.2141
ISL,2001,381.9442
ISL,2002,372.1268
ISL,2003,367.5526
ISL,2004,358.8624
ISL,2005,354.9714
ISL,2006,346.2395
ISL,2007,344.1237
ISL,2008,341.0959
ISL,2009,333.2168
ISL,2010,330.7889
ISL,2011,323.4202
ISL,2012,318.122
ISL,2013,314.7195
ISL,2014,315.8292
ISL,2015,313.0251
ISL,2016,307.899
ISL,2017,305.8113
ISL,2018,303.2281
ISL,2019,304.9298
ISR,2000,427.4781
ISR,2001,411.8916
ISR,2002,410.255
ISR,2003,402.082
ISR,2004,387.2275
ISR,2005,384.2281
ISR,2006,370.8654
ISR,2007,370.8066
ISR,2008,348.181
ISR,2009,325.464
ISR,2010,321.4469
ISR,2011,316.0666
ISR,2012,320.2371
ISR,2013,310.3055
ISR,2014,304.5946
ISR,2015,307.792
ISR,2016,297.2838
ISR,2017,292.6009
ISR,2018,284.0275
ISR,2019,285.2773
ITA,2000,411.605
ITA,2001,400.6919
ITA,2002,389.3319
ITA,2003,398.0037
ITA,2004,370.8179
ITA,2005,372.7696
ITA,2006,351.3703
ITA,2007,347.5137
ITA,2008,341.9887
ITA,2009,336.1912
ITA,2010,324.7137
ITA,2011,325.8506
ITA,2012,326.1862
ITA,2013,310.2056
ITA,2014,301.2672
ITA,2015,313.5476
ITA,2016,293.8131
ITA,2017,302.9005
ITA,2018,293.8382
ITA,2019,289.0596
JAM,2000,468.2693
JAM,2001,462.8681
JAM,2002,443.833
JAM,2003,431.2133
JAM,2004,414.2825
JAM,2005,384.8809
JAM,2006,388.9055
JAM,2007,418.4193
JAM,2008,461.1044
JAM,2009,490.8733
JAM,2010,434.7227
JAM,2011,464.4575
JAM,2012,423.8323
JAM,2013,420.8798
JAM,2014,454.779
JAM,2015,459.065
JAM,2016,454.7283
JAM,2017,449.6096
JAM,2018,452.2978
JAM,2019,454.3693
JOR,2000,648.4239
JOR,2001,647.6856
JOR,2002,637.9234
JOR,2003,608.1028
JOR,2004,608.3787
JOR,2005,616.0513
JOR,2006,603.9169
JOR,2007,548.8125
JOR,2008,508.154
JOR,2009,489.3561
JOR,2010,481.7828
JOR,2011,470.0447
JOR,2012,460.1861
JOR,2013,444.7565
JOR,2014,438.4364
JOR,2015,433.5251
JOR,2016,432.7708
JOR,2017,434.8775
JOR,2018,439.8459
JOR,2019,441.2214
JPN,2000,303.0393
JPN,2001,295.4911
JPN,2002,288.2538
JPN,2003,284.8407
JPN,2004,280.7143
JPN,2005,282.0568
JPN,2006,273.1296
JPN,2007,269.8056
JPN,2008,268.3632
JPN,2009,260.3406
JPN,2010,262.0595
JPN,2011,260.4669
JPN,2012,257.0699
JPN,2013,252.4881
JPN,2014,247.7777
JPN,2015,243.0984
JPN,2016,240.4216
JPN,2017,242.8418
JPN,2018,240.7954
JPN,2019,235.3629
KAZ,2000,1033.997
KAZ,2001,1033.503
KAZ,2002,1027.581
KAZ,2003,1050.646
KAZ,2004,984.785
KAZ,2005,978.7336
KAZ,2006,946.901
KAZ,2007,939.5386
KAZ,2008,887.9333
KAZ,2009,821.8043
KAZ,2010,844.1254
KAZ,2011,823.5419
KAZ,2012,800.8957
KAZ,2013,750.3404
KAZ,2014,718.3979
KAZ,2015,697.291
KAZ,2016,680.6025
KAZ,2017,659.8183
KAZ,2018,640.5885
KAZ,2019,620.8768
KEN,2000,624.1512
KEN,2001,609.6957
KEN,2002,605.5612
KEN,2003,596.0334
KEN,2004,587.5858
KEN,2005,607.5051
KEN,2006,610.2954
KEN,2007,619.4048
KEN,2008,621.8052
KEN,2009,611.5557
KEN,2010,607.5497
KEN,2011,607.196
KEN,2012,605.0617
KEN,2013,603.6367
KEN,2014,592.6793
KEN,2015,582.9666
KEN,2016,576.5121
KEN,2017,579.6616
KEN,2018,588.3095
KEN,2019,587.0545
KGZ,2000,886.1519
KGZ,2001,820.3584
KGZ,2002,884.2665
KGZ,2003,883.8877
KGZ,2004,829.5752
KGZ,2005,861.2382
KGZ,2006,872.4683
KGZ,2007,843.748
KGZ,2008,826.2758
KGZ,2009,815.3787
KGZ,2010,797.4685
KGZ,2011,796.0873
KGZ,2012,786.9341
KGZ,2013,735.8795
KGZ,2014,744.3094
KGZ,2015,715.6752
KGZ,2016,658.8026
KGZ,2017,641.928
KGZ,2018,615.6833
KGZ,2019,588.149
KHM,2000,766.9135
KHM,2001,756.3255
KHM,2002,743.1042
KHM,2003,730.6104
KHM,2004,727.1653
KHM,2005,723.0419
KHM,2006,716.2349
KHM,2007,708.245
KHM,2008,696.4563
KHM,2009,686.721
KHM,2010,685.024
KHM,2011,682.5751
KHM,2012,677.6391
KHM,2013,670.6614
KHM,2014,663.7538
KHM,2015,660.4201
KHM,2016,657.8941
KHM,2017,655.182
KHM,2018,654.0558
KHM,2019,652.4398
KIR,2000,1424.009
KIR,2001,1417.845
KIR,2002,1409.4
KIR,2003,1395.079
KIR,2004,1389.004
KIR,2005,1386.398
KIR,2006,1369.945
KIR,2007,1368.684
KIR,2008,1365.382
KIR,2009,1352.952
KIR,2010,1340.952
KIR,2011,1333.949
KIR,2012,1323.477
KIR,2013,1320.109
KIR,2014,1309.666
KIR,2015,1303.7
KIR,2016,1297.591
KIR,2017,1292.389
KIR,2018,1282.255
KIR,2019,1281.429
KOR,2000,495.3435
KOR,2001,467.5859
KOR,2002,460.7293
KOR,2003,435.9921
KOR,2004,420.4106
KOR,2005,401.9228
KOR,2006,380.3652
KOR,2007,366.5291
KOR,2008,349.025
KOR,2009,328.6769
KOR,2010,324.5832
KOR,2011,310.4161
KOR,2012,308.2421
KOR,2013,292.8124
KOR,2014,281.4661
KOR,2015,275.2334
KOR,2016,264.7215
KOR,2017,254.8861
KOR,2018,249.931
KOR,2019,237.0526
KWT,2000,425.5814
KWT,2001,391.9617
KWT,2002,410.5679
KWT,2003,396.846
KWT,2004,402.0507
KWT,2005,398.6764
KWT,2006,397.203
KWT,2007,385.7068
KWT,2008,419.1859
KWT,2009,395.1488
KWT,2010,356.6781
KWT,2011,327.4836
KWT,2012,320.3738
KWT,2013,313.0661
KWT,2014,307.289
KWT,2015,308.4543
KWT,2016,311.7383
KWT,2017,315.5597
KWT,2018,318.1507
KWT,2019,324.4085
LAO,2000,809.9764
LAO,2001,813.0787
LAO,2002,801.1957
LAO,2003,791.8247
LAO,2004,783.8885
LAO,2005,781.2263
LAO,2006,775.1779
LAO,2007,762.6697
LAO,2008,757.304
LAO,2009,743.7667
LAO,2010,731.9614
LAO,2011,722.1845
LAO,2012,711.4449
LAO,2013,704.5832
LAO,2014,699.8789
LAO,2015,697.2095
LAO,2016,693.866
LAO,2017,694.4595
LAO,2018,697.8235
LAO,2019,699.9042
LBN,2000,566.6804
LBN,2001,561.3521
LBN,2002,557.0805
LBN,2003,554.7038
LBN,2004,555.4968
LBN,2005,557.2578
LBN,2006,554.5839
LBN,2007,562.2727
LBN,2008,563.7325
LBN,2009,564.2589
LBN,2010,562.3444
LBN,2011,564.2193
LBN,2012,559.4359
LBN,2013,555.3655
LBN,2014,551.3706
LBN,2015,548.1272
LBN,2016,541.6841
LBN,2017,538.8262
LBN,2018,526.0604
LBN,2019,526.887
LBR,2000,577.3606
LBR,2001,558.0463
LBR,2002,564.7992
LBR,2003,548.9586
LBR,2004,563.2081
LBR,2005,547.7848
LBR,2006,557.4019
LBR,2007,568.7727
LBR,2008,570.014
LBR,2009,571.1407
LBR,2010,572.0454
LBR,2011,581.8522
LBR,2012,575.3907
LBR,2013,557.6828
LBR,2014,554.1971
LBR,2015,514.6751
LBR,2016,512.0491
LBR,2017,508.803
LBR,2018,505.4322
LBR,2019,506.4478
LBY,2000,506.2231
LBY,2001,508.0745
LBY,2002,509.6406
LBY,2003,496.1588
LBY,2004,465.0095
LBY,2005,459.3751
LBY,2006,455.7005
LBY,2007,487.9558
LBY,2008,487.4172
LBY,2009,494.8573
LBY,2010,476.2903
LBY,2011,466.4952
LBY,2012,468.7309
LBY,2013,462.0999
LBY,2014,471.2353
LBY,2015,472.9524
LBY,2016,473.8015
LBY,2017,485.5919
LBY,2018,489.9426
LBY,2019,478.9978
LCA,2000,579.2968
LCA,2001,577.7319
LCA,2002,565.3778
LCA,2003,561.1397
LCA,2004,546.5042
LCA,2005,535.5394
LCA,2006,529.6902
LCA,2007,508.3318
LCA,2008,509.2349
LCA,2009,488.9758
LCA,2010,474.4162
LCA,2011,457.9618
LCA,2012,468.7062
LCA,2013,474.0673
LCA,2014,486.8751
LCA,2015,486.2383
LCA,2016,505.8002
LCA,2017,515.1866
LCA,2018,517.952
LCA,2019,515.6624
LKA,2000,593.4418
LKA,2001,575.7879
LKA,2002,559.8503
LKA,2003,566.6311
LKA,2004,564.2751
LKA,2005,586.9413
LKA,2006,540.6174
LKA,2007,537.0759
LKA,2008,537.6689
LKA,2009,543.3658
LKA,2010,544.0673
LKA,2011,505.3885
LKA,2012,493.6551
LKA,2013,497.3965
LKA,2014,489.7663
LKA,2015,486.5917
LKA,2016,481.8829
LKA,2017,477.4568
LKA,2018,472.7572
LKA,2019,466.6501
LSO,2000,832.9887
LSO,2001,824.3235
LSO,2002,858.4733
LSO,2003,905.7381
LSO,2004,923.0782
LSO,2005,930.3887
LSO,2006,995.4579
LSO,2007,1023.739
LSO,2008,1101.555
LSO,2009,1116.89
LSO,2010,1127.561
LSO,2011,1153.469
LSO,2012,1213.22
LSO,2013,1263.736
LSO,2014,1292.073
LSO,2015,1284.276
LSO,2016,1240.627
LSO,2017,1176.695
LSO,2018,1156.96
LSO,2019,1137.235
LTU,2000,635.7363
LTU,2001,658.3908
LTU,2002,656.2554
LTU,2003,645.4353
LTU,2004,646.7481
LTU,2005,672.3548
LTU,2006,690.6639
LTU,2007,698.9835
LTU,2008,659.6448
LTU,2009,619.5367
LTU,2010,615.689
LTU,2011,596.2631
LTU,2012,581.7743
LTU,2013,577.6173
LTU,2014,556.2027
LTU,2015,572.7116
LTU,2016,557.6546
LTU,2017,535.4196
LTU,2018,525.3699
LTU,2019,525.0189
LUX,2000,439.7427
LUX,2001,434.2876
LUX,2002,425.0442
LUX,2003,418.4745
LUX,2004,415.4779
LUX,2005,405.5287
LUX,2006,390.8029
LUX,2007,378.1104
LUX,2008,368.534
LUX,2009,352.2245
LUX,2010,343.5767
LUX,2011,337.1521
LUX,2012,331.1277
LUX,2013,321.07
LUX,2014,310.1874
LUX,2015,304.4514
LUX,2016,302.4836
LUX,2017,302.9793
LUX,2018,301.2912
LUX,2019,303.1368
LVA,2000,725.4789
LVA,2001,752.1807
LVA,2002,736.3652
LVA,2003,736.0108
LVA,2004,728.3365
LVA,2005,741.1064
LVA,2006,748.3008
LVA,2007,743.1643
LVA,2008,690.6504
LVA,2009,659.9834
LVA,2010,654.3962
LVA,2011,615.5921
LVA,2012,611.9717
LVA,2013,595.3089
LVA,2014,579.6889
LVA,2015,572.024
LVA,2016,566.764
LVA,2017,565.8204
LVA,2018,566.3633
LVA,2019,558.6684
MAR,2000,663.559
MAR,2001,648.8078
MAR,2002,639.4819
MAR,2003,647.7925
MAR,2004,646.4813
MAR,2005,647.4425
MAR,2006,648.8399
MAR,2007,652.1167
MAR,2008,649.1737
MAR,2009,646.1265
MAR,2010,642.2638
MAR,2011,638.5666
MAR,2012,636.3828
MAR,2013,665.3446
MAR,2014,660.353
MAR,2015,656.0092
MAR,2016,651.7556
MAR,2017,649.5944
MAR,2018,647.9436
MAR,2019,643.9508
MDA,2000,983.6506
MDA,2001,939.926
MDA,2002,971.6094
MDA,2003,976.3714
MDA,2004,926.3645
MDA,2005,982.8376
MDA,2006,918.4567
MDA,2007,879.0549
MDA,2008,845.4603
MDA,2009,845.0198
MDA,2010,866.9025
MDA,2011,776.4594
MDA,2012,771.2856
MDA,2013,731.1924
MDA,2014,745.7348
MDA,2015,748.2275
MDA,2016,704.8599
MDA,2017,666.9814
MDA,2018,659.1305
MDA,2019,637.9902
MDG,2000,742.6823
MDG,2001,732.997
MDG,2002,742.9445
MDG,2003,751.6382
MDG,2004,750.8274
MDG,2005,738.3757
MDG,2006,733.7598
MDG,2007,722.9704
MDG,2008,720.3327
MDG,2009,715.5328
MDG,2010,712.8586
MDG,2011,710.5093
MDG,2012,699.2688
MDG,2013,694.4511
MDG,2014,692.8704
MDG,2015,681.4446
MDG,2016,678.8152
MDG,2017,672.6487
MDG,2018,669.7382
MDG,2019,665.2159
MDV,2000,692.2454
MDV,2001,659.5735
MDV,2002,635.138
MDV,2003,634.669
MDV,2004,614.0586
MDV,2005,584.3607
MDV,2006,569.5185
MDV,2007,555.0329
MDV,2008,535.2485
MDV,2009,518.2298
MDV,2010,502.7089
MDV,2011,478.0597
MDV,2012,466.2569
MDV,2013,456.9692
MDV,2014,451.9631
MDV,2015,448.0327
MDV,2016,440.622
MDV,2017,432.7071
MDV,2018,414.4378
MDV,2019,401.9516
MEX,2000,472.407
MEX,2001,466.8867
MEX,2002,472.195
MEX,2003,476.2321
MEX,2004,465.631
MEX,2005,473.0984
MEX,2006,459.0686
MEX,2007,456.5366
MEX,2008,472.0116
MEX,2009,464.0498
MEX,2010,474.3286
MEX,2011,455.9002
MEX,2012,454.8326
MEX,2013,452.9262
MEX,2014,462.9772
MEX,2015,470.0107
MEX,2016,476.8757
MEX,2017,470.1135
MEX,2018,465.6027
MEX,2019,464.8334
MKD,2000,894.7417
MKD,2001,856.1038
MKD,2002,912.0088
MKD,2003,901.9348
MKD,2004,871.3481
MKD,2005,875.8756
MKD,2006,857.6669
MKD,2007,880.2756
MKD,2008,837.0281
MKD,2009,819.9961
MKD,2010,804.344
MKD,2011,801.6014
MKD,2012,813.4299
MKD,2013,762.3015
MKD,2014,778.5318
MKD,2015,767.7646
MKD,2016,760.3801
MKD,2017,751.2053
MKD,2018,742.6261
MKD,2019,733.6896
MLI,2000,689.1614
MLI,2001,678.7827
MLI,2002,676.5946
MLI,2003,668.5801
MLI,2004,665.2017
MLI,2005,666.0277
MLI,2006,662.1044
MLI,2007,664.6549
MLI,2008,666.4974
MLI,2009,664.9669
MLI,2010,658.4092
MLI,2011,655.4922
MLI,2012,653.6552
MLI,2013,650.9225
MLI,2014,645.6585
MLI,2015,640.6984
MLI,2016,633.7928
MLI,2017,622.2756
MLI,2018,617.521
MLI,2019,611.4052
MLT,2000,473.0388
MLT,2001,456.5313
MLT,2002,442.9948
MLT,2003,437.6287
MLT,2004,430.2291
MLT,2005,427.0775
MLT,2006,417.4194
MLT,2007,405.6008
MLT,2008,391.1036
MLT,2009,378.3791
MLT,2010,371.8654
MLT,2011,362.3366
MLT,2012,352.6861
MLT,2013,339.6806
MLT,2014,332.7779
MLT,2015,325.9941
MLT,2016,319.2371
MLT,2017,316.6334
MLT,2018,315.4164
MLT,2019,314.681
MMR,2000,822.0772
MMR,2001,816.6206
MMR,2002,816.1621
MMR,2003,818.2944
MMR,2004,823.9167
MMR,2005,812.1739
MMR,2006,809.0516
MMR,2007,789.6461
MMR,2008,763.7136
MMR,2009,750.7457
MMR,2010,735.4998
MMR,2011,728.2601
MMR,2012,717.1466
MMR,2013,705.871
MMR,2014,700.8567
MMR,2015,694.1783
MMR,2016,689.9409
MMR,2017,680.3107
MMR,2018,679.8684
MMR,2019,673.7039
MNE,2000,638.8287
MNE,2001,640.884
MNE,2002,646.4164
MNE,2003,655.8064
MNE,2004,660.6509
MNE,2005,665.1246
MNE,2006,667.1358
MNE,2007,662.7153
MNE,2008,658.7012
MNE,2009,654.7148
MNE,2010,644.3857
MNE,2011,643.6849
MNE,2012,637.491
MNE,2013,635.0834
MNE,2014,637.6504
MNE,2015,638.9944
MNE,2016,633.5189
MNE,2017,630.7436
MNE,2018,617.9519
MNE,2019,603.134
MNG,2000,1311.299
MNG,2001,1317.657
MNG,2002,1295.371
MNG,2003,1275.895
MNG,2004,1237.733
MNG,2005,1218.692
MNG,2006,1195.032
MNG,2007,1151.79
MNG,2008,1122.802
MNG,2009,1119.204
MNG,2010,1101.308
MNG,2011,1073.726
MNG,2012,1034.115
MNG,2013,994.4349
MNG,2014,949.5185
MNG,2015,930.5413
MNG,2016,941.5158
MNG,2017,935.6192
MNG,2018,929.9976
MNG,2019,939.1735
MOZ,2000,761.4721
MOZ,2001,753.7438
MOZ,2002,752.0185
MOZ,2003,750.8288
