iso3,year,life_expectancy
ARM,2011,18.73
MKD,2011,18.75
BOL,2011,18.76
SRB,2011,18.83
MDV,2011,18.85
VNM,2011,18.94
MAR,2011,19.12
MYS,2011,19.13
JAM,2011,19.08
BGR,2011,19.2
BGD,2011,19.49
CHN,2011,19.58
ROU,2011,19.56
MUS,2011,19.58
IRQ,2011,19.71
SYC,2011,19.65
LVA,2011,19.73
LBY,2011,19.77
HUN,2011,19.8
BTN,2011,19.89
MNE,2011,19.9
LTU,2011,20.1
LKA,2011,20.22
ATG,2011,20.32
SVK,2011,20.29
BRA,2011,20.61
BHS,2011,20.69
BIH,2011,20.67
VCT,2011,20.79
GTM,2011,20.84
BRN,2011,20.87
DZA,2011,20.94
SUR,2011,20.94
HRV,2011,20.92
SAU,2011,21.01
TUN,2011,21.13
TUR,2011,21.16
CZE,2011,21.19
ARG,2011,21.16
TTO,2011,21.31
BRB,2011,21.29
POL,2011,21.27
JOR,2011,21.39
EST,2011,21.36
PRY,2011,21.49
ALB,2011,21.59
URY,2011,21.58
VEN,2011,21.61
BLZ,2011,21.72
CPV,2011,21.81
MEX,2011,21.82
ECU,2011,21.87
LBN,2011,21.9
COL,2011,22.14
DOM,2011,22.25
IRN,2011,22.17
CUB,2011,22.34
THA,2011,22.54
SLV,2011,22.55
DNK,2011,22.6
LCA,2011,22.85
SVN,2011,22.94
USA,2011,23.04
PAN,2011,23.13
ARE,2011,23.17
IRL,2011,23.27
NIC,2011,23.33
MLT,2011,23.39
BEL,2011,23.38
DEU,2011,23.41
GRC,2011,23.47
CHL,2011,23.53
NLD,2011,23.54
FIN,2011,23.56
PRT,2011,23.58
AUT,2011,23.66
GBR,2011,23.65
NOR,2011,23.7
CYP,2011,23.77
LUX,2011,23.87
PRI,2011,23.85
SWE,2011,23.85
NZL,2011,23.94
PER,2011,24.08
KOR,2011,24.07
ISL,2011,24.08
ISR,2011,24.2
ITA,2011,24.32
SGP,2011,24.28
CAN,2011,24.37
CRI,2011,24.39
ESP,2011,24.5
AUS,2011,24.71
KWT,2011,24.74
CHE,2011,24.78
FRA,2011,24.99
JPN,2011,25.65
HTI,2010,39.96
SWZ,2010,46.39
LSO,2010,48.57
CAF,2010,49.2
SOM,2010,49.53
ZWE,2010,51.42
MOZ,2010,53.33
SLE,2010,54.97
GNB,2010,55.34
TCD,2010,55.72
CMR,2010,56.78
MWI,2010,56.87
ZAF,2010,57.1
CIV,2010,57.33
ZMB,2010,57.43
COD,2010,57.4
BWA,2010,57.63
AGO,2010,57.96
NER,2010,58.29
GIN,2010,58.26
BFA,2010,58.61
MLI,2010,58.65
SSD,2010,58.75
AFG,2010,59.0
TGO,2010,59.16
BDI,2010,59.6
NGA,2010,59.79
GNQ,2010,60.01
UGA,2010,59.96
NAM,2010,60.12
LBR,2010,60.36
ERI,2010,60.44
COG,2010,60.6
BEN,2010,61.3
KEN,2010,61.28
KIR,2010,61.36
TZA,2010,61.68
GAB,2010,61.73
DJI,2010,62.01
GHA,2010,61.97
GMB,2010,62.36
MDG,2010,62.52
ETH,2010,63.25
PAK,2010,64.15
RWA,2010,64.2
SLB,2010,64.37
LAO,2010,64.42
MMR,2010,64.64
FSM,2010,64.78
PNG,2010,64.89
SEN,2010,65.57
COM,2010,65.97
VUT,2010,66.08
GUY,2010,66.15
KHM,2010,66.74
UZB,2010,66.72
SDN,2010,66.94
TLS,2010,67.0
MNG,2010,67.1
FJI,2010,67.31
IND,2010,67.48
MDA,2010,67.77
YEM,2010,67.96
MRT,2010,68.45
KAZ,2010,68.51
STP,2010,68.82
RUS,2010,68.83
TKM,2010,69.12
IDN,2010,69.24
KGZ,2010,69.19
NPL,2010,69.47
PHL,2010,69.69
AZE,2010,69.81
EGY,2010,69.83
TJK,2010,69.92
PRK,2010,70.02
BGD,2010,70.06
UKR,2010,70.15
BOL,2010,70.43
BLR,2010,70.35
WSM,2010,70.49
HND,2010,70.83
IRQ,2010,71.07
GTM,2010,71.07
GRD,2010,71.08
BTN,2010,71.73
GEO,2010,71.82
TON,2010,72.11
MAR,2010,72.37
VNM,2010,72.49
PSE,2010,72.65
BHS,2010,72.75
SUR,2010,72.8
LVA,2010,72.88
OMN,2010,73.02
ARM,2010,73.01
SYC,2010,73.12
LTU,2010,73.08
TTO,2010,73.32
MUS,2010,73.35
QAT,2010,73.46
VCT,2010,73.48
BLZ,2010,73.61
BGR,2010,73.67
ROU,2010,73.7
DOM,2010,73.8
SYR,2010,73.76
BHR,2010,73.86
BRA,2010,73.92
JAM,2010,73.96
MYS,2010,74.03
LBY,2010,74.11
LKA,2010,74.14
CPV,2010,74.23
SRB,2010,74.27
SLV,2010,74.56
HUN,2010,74.56
PRY,2010,74.73
CHN,2010,74.65
MDV,2010,74.73
VEN,2010,74.66
MKD,2010,74.84
SAU,2010,74.9
MEX,2010,74.95
ECU,2010,75.15
THA,2010,75.29
DZA,2010,75.29
SVK,2010,75.45
ATG,2010,75.58
MNE,2010,75.72
EST,2010,75.84
ARG,2010,75.77
COL,2010,75.96
BRB,2010,75.96
LCA,2010,76.01
TUN,2010,76.22
ALB,2010,76.21
POL,2010,76.23
TUR,2010,76.51
URY,2010,76.48
IRN,2010,76.57
JOR,2010,76.69
HRV,2010,76.8
BRN,2010,76.97
PAN,2010,76.99
BIH,2010,76.98
NIC,2010,77.07
CZE,2010,77.55
CUB,2010,77.83
LBN,2010,77.97
PER,2010,78.21
USA,2010,78.61
CHL,2010,78.83
PRI,2010,79.06
DNK,2010,79.17
CRI,2010,79.51
SVN,2010,79.55
PRT,2010,79.74
BEL,2010,79.85
FIN,2010,79.87
DEU,2010,80.18
GRC,2010,80.24
GBR,2010,80.25
AUT,2010,80.39
ARE,2010,80.45
KWT,2010,80.49
MLT,2010,80.48
KOR,2010,80.54
IRL,2010,80.62
NLD,2010,80.69
NOR,2010,80.87
NZL,2010,80.94
CAN,2010,81.14
CYP,2010,81.18
LUX,2010,81.18
FRA,2010,81.22
SWE,2010,81.3
ISR,2010,81.53
ESP,2010,81.69
ISL,2010,81.68
SGP,2010,81.76
ITA,2010,81.9
AUS,2010,81.91
CHE,2010,82.2
JPN,2010,83.08
HTI,2010,10.9
CAF,2010,11.91
SWZ,2010,12.02
LSO,2010,12.08
SOM,2010,12.15
ZWE,2010,13.06
GNB,2010,13.65
MOZ,2010,14.02
ERI,2010,14.12
AFG,2010,14.42
UZB,2010,14.45
KIR,2010,14.61
COG,2010,14.82
MWI,2010,14.84
SLB,2010,15.02
ZMB,2010,15.01
COD,2010,15.05
TGO,2010,15.32
TCD,2010,15.29
SLE,2010,15.29
CIV,2010,15.51
GAB,2010,15.53
FJI,2010,15.48
BWA,2010,15.62
CMR,2010,15.55
AGO,2010,15.62
VUT,2010,15.61
NAM,2010,15.6
MDG,2010,15.73
GIN,2010,15.69
FSM,2010,15.69
GHA,2010,15.89
BDI,2010,15.87
MDA,2010,15.9
SSD,2010,16.05
BFA,2010,16.0
LBR,2010,16.21
GMB,2010,16.19
PNG,2010,16.32
MNG,2010,16.27
LAO,2010,16.55
UGA,2010,16.53
KEN,2010,16.45
MLI,2010,16.57
MMR,2010,16.64
GRD,2010,16.68
ZAF,2010,16.71
DJI,2010,16.76
NER,2010,16.76
KHM,2010,16.8
GUY,2010,16.91
AZE,2010,16.88
EGY,2010,16.95
BEN,2010,17.01
TZA,2010,17.03
RWA,2010,17.1
ETH,2010,17.08
GNQ,2010,17.22
PAK,2010,17.21
QAT,2010,17.24
KAZ,2010,17.23
TJK,2010,17.29
BHR,2010,17.28
STP,2010,17.38
IDN,2010,17.35
NGA,2010,17.61
COM,2010,17.56
SEN,2010,17.56
WSM,2010,17.65
KGZ,2010,17.55
PSE,2010,17.64
PRK,2010,17.71
BLR,2010,17.68
UKR,2010,17.72
RUS,2010,17.79
PHL,2010,18.02
GEO,2010,18.03
YEM,2010,18.06
OMN,2010,18.06
TLS,2010,18.23
IND,2010,18.16
MRT,2010,18.42
ARM,2010,18.51
TKM,2010,18.53
HND,2010,18.56
SDN,2010,18.56
TON,2010,18.6
MDV,2010,18.62
BOL,2010,18.73
NPL,2010,18.66
SYR,2010,18.75
BGD,2010,18.72
SRB,2010,18.66
MKD,2010,18.78
VNM,2010,18.86
MYS,2010,18.95
BGR,2010,18.94
MAR,2010,19.12
JAM,2010,19.19
LVA,2010,19.21
ROU,2010,19.23
CHN,2010,19.38
MUS,2010,19.43
SYC,2010,19.43
IRQ,2010,19.59
HUN,2010,19.66
BTN,2010,19.81
LTU,2010,19.81
SVK,2010,19.79
MNE,2010,19.79
LBY,2010,20.03
SAU,2010,20.17
LKA,2010,20.17
ATG,2010,20.3
BHS,2010,20.64
HRV,2010,20.56
BRA,2010,20.6
BIH,2010,20.66
EST,2010,20.75
SUR,2010,20.74
GTM,2010,20.68
BRN,2010,20.84
DZA,2010,20.89
TTO,2010,20.89
VCT,2010,20.94
TUN,2010,20.99
ARG,2010,20.98
POL,2010,20.98
CZE,2010,21.01
TUR,2010,21.1
ALB,2010,21.28
JOR,2010,21.3
BRB,2010,21.27
MEX,2010,21.42
URY,2010,21.41
PRY,2010,21.45
BLZ,2010,21.45
ECU,2010,21.68
COL,2010,21.68
CUB,2010,21.72
VEN,2010,21.71
LBN,2010,21.93
CPV,2010,21.96
DOM,2010,22.04
IRN,2010,22.02
THA,2010,22.17
DNK,2010,22.2
SLV,2010,22.43
LCA,2010,22.52
PAN,2010,22.6
SVN,2010,22.78
CHL,2010,22.91
USA,2010,22.98
BEL,2010,23.11
PRT,2010,23.12
DEU,2010,23.17
MLT,2010,23.2
NLD,2010,23.29
FIN,2010,23.29
ARE,2010,23.43
GBR,2010,23.37
AUT,2010,23.44
GRC,2010,23.42
IRL,2010,23.44
NIC,2010,23.45
NOR,2010,23.5
CYP,2010,23.68
LUX,2010,23.72
SWE,2010,23.66
KOR,2010,23.76
PER,2010,23.86
CRI,2010,23.88
ISL,2010,23.92
KWT,2010,23.99
PRI,2010,24.14
ISR,2010,24.14
SGP,2010,24.12
CAN,2010,24.2
NZL,2010,24.2
ITA,2010,24.36
ESP,2010,24.42
CHE,2010,24.65
FRA,2010,24.71
AUS,2010,24.75
JPN,2010,25.77
SWZ,2009,45.05
LSO,2009,47.42
CAF,2009,48.87
ZWE,2009,49.66
SOM,2009,50.67
MOZ,2009,53.33
SLE,2009,54.19
GNB,2009,54.72
TCD,2009,55.19
ZAF,2009,55.27
MWI,2009,55.73
CMR,2009,56.27
ZMB,2009,56.62
COD,2009,56.81
BWA,2009,56.89
AGO,2009,57.07
CIV,2009,57.18
SSD,2009,57.82
NER,2009,57.84
GIN,2009,57.86
BFA,2009,58.07
MLI,2009,58.28
AFG,2009,58.53
TGO,2009,58.51
BDI,2009,58.72
UGA,2009,59.06
NGA,2009,59.3
NAM,2009,59.5
GNQ,2009,59.84
LBR,2009,60.05
ERI,2009,60.07
COG,2009,60.09
KEN,2009,60.49
HTI,2009,60.75
BEN,2009,60.99
TZA,2009,61.04
GAB,2009,61.23
KIR,2009,61.32
GHA,2009,61.53
DJI,2009,61.71
GMB,2009,61.86
ETH,2009,62.16
MDG,2009,62.25
RWA,2009,62.97
LAO,2009,63.8
PAK,2009,63.92
MMR,2009,63.99
SLB,2009,64.16
PNG,2009,64.63
FSM,2009,64.68
COM,2009,65.01
SEN,2009,65.12
VUT,2009,65.89
GUY,2009,66.09
KHM,2009,66.29
UZB,2009,66.28
SDN,2009,66.44
TLS,2009,66.64
MNG,2009,66.93
IND,2009,67.05
FJI,2009,67.25
YEM,2009,67.59
MDA,2009,68.03
MRT,2009,68.08
STP,2009,68.4
TKM,2009,68.43
KAZ,2009,68.52
RUS,2009,68.56
WSM,2009,68.73
KGZ,2009,68.89
IDN,2009,69.02
TJK,2009,69.35
NPL,2009,69.27
AZE,2009,69.37
PSE,2009,69.43
PHL,2009,69.4
UKR,2009,69.49
BGD,2009,69.6
EGY,2009,69.79
PRK,2009,69.87
BOL,2009,70.14
TON,2009,70.18
BLR,2009,70.48
IRQ,2009,70.62
GTM,2009,70.84
GRD,2009,70.94
HND,2009,70.99
BTN,2009,71.27
GEO,2009,71.32
MAR,2009,72.16
JAM,2009,72.2
VNM,2009,72.41
LKA,2009,72.42
SUR,2009,72.62
LVA,2009,72.66
ARM,2009,72.73
QAT,2009,72.77
TTO,2009,72.84
SYC,2009,72.85
BHS,2009,72.81
LTU,2009,72.78
OMN,2009,73.06
MUS,2009,73.1
BHR,2009,73.41
ROU,2009,73.44
DOM,2009,73.55
VCT,2009,73.56
BGR,2009,73.58
SYR,2009,73.74
BLZ,2009,73.67
BRA,2009,73.84
SAU,2009,73.9
CPV,2009,73.98
SLV,2009,74.0
SRB,2009,73.97
MYS,2009,74.01
LBY,2009,74.13
HUN,2009,74.22
CHN,2009,74.39
MDV,2009,74.43
VEN,2009,74.57
MKD,2009,74.59
PRY,2009,74.79
ECU,2009,74.93
EST,2009,75.04
DZA,2009,75.06
THA,2009,75.05
MEX,2009,75.14
SVK,2009,75.22
MNE,2009,75.39
ATG,2009,75.51
ALB,2009,75.56
POL,2009,75.64
COL,2009,75.76
LCA,2009,75.84
BRB,2009,75.91
ARG,2009,75.85
TUN,2009,76.08
IRN,2009,76.24
TUR,2009,76.35
JOR,2009,76.35
HRV,2009,76.45
NIC,2009,76.56
URY,2009,76.67
BIH,2009,76.78
BRN,2009,76.88
PAN,2009,77.17
CZE,2009,77.28
LBN,2009,77.79
CUB,2009,78.02
PER,2009,78.12
PRI,2009,78.42
USA,2009,78.42
DNK,2009,78.88
CHL,2009,79.0
SVN,2009,79.05
KWT,2009,79.2
PRT,2009,79.41
IRL,2009,79.53
FIN,2009,79.71
BEL,2009,79.83
DEU,2009,79.99
GRC,2009,80.02
GBR,2009,80.03
AUT,2009,80.12
MLT,2009,80.25
KOR,2009,80.36
NLD,2009,80.54
NZL,2009,80.56
CRI,2009,80.61
ARE,2009,80.74
NOR,2009,80.75
CYP,2009,80.92
LUX,2009,80.92
CAN,2009,80.88
FRA,2009,81.04
ISR,2009,81.13
SWE,2009,81.15
ESP,2009,81.33
ISL,2009,81.5
ITA,2009,81.52
SGP,2009,81.58
AUS,2009,81.75
CHE,2009,81.89
JPN,2009,83.16
SWZ,2009,11.76
CAF,2009,11.84
LSO,2009,12.0
ZWE,2009,12.83
SOM,2009,12.95
GNB,2009,13.55
ERI,2009,14.03
MOZ,2009,14.17
AFG,2009,14.27
UZB,2009,14.46
MWI,2009,14.61
KIR,2009,14.6
COG,2009,14.71
SLB,2009,14.93
ZMB,2009,14.95
COD,2009,14.98
SLE,2009,15.13
TGO,2009,15.2
TCD,2009,15.19
CMR,2009,15.42
GAB,2009,15.38
CIV,2009,15.41
NAM,2009,15.46
AGO,2009,15.45
VUT,2009,15.53
FJI,2009,15.53
GIN,2009,15.64
HTI,2009,15.68
MDG,2009,15.68
FSM,2009,15.67
BWA,2009,15.66
BDI,2009,15.75
GHA,2009,15.83
BFA,2009,15.94
SSD,2009,15.95
MDA,2009,16.01
GMB,2009,16.13
MNG,2009,16.13
LBR,2009,16.21
PNG,2009,16.24
UGA,2009,16.33
LAO,2009,16.35
MMR,2009,16.42
KEN,2009,16.41
GRD,2009,16.45
MLI,2009,16.55
ZAF,2009,16.55
AZE,2009,16.63
DJI,2009,16.71
NER,2009,16.74
KHM,2009,16.73
ETH,2009,16.72
QAT,2009,16.75
GUY,2009,16.84
TJK,2009,16.78
RWA,2009,16.91
TZA,2009,16.87
BHR,2009,16.92
BEN,2009,17.0
EGY,2009,17.01
PAK,2009,17.12
GNQ,2009,17.22
WSM,2009,17.22
STP,2009,17.31
IDN,2009,17.32
KGZ,2009,17.33
COM,2009,17.37
NGA,2009,17.47
SEN,2009,17.48
KAZ,2009,17.46
PSE,2009,17.49
RUS,2009,17.64
PRK,2009,17.7
BLR,2009,17.68
UKR,2009,17.67
PHL,2009,17.85
YEM,2009,17.94
GEO,2009,17.89
IND,2009,18.05
TKM,2009,18.03
OMN,2009,18.19
TLS,2009,18.2
TON,2009,18.29
SDN,2009,18.44
MRT,2009,18.36
ARM,2009,18.39
MDV,2009,18.48
SRB,2009,18.52
BGD,2009,18.59
MKD,2009,18.64
BOL,2009,18.7
NPL,2009,18.66
SYR,2009,18.77
VNM,2009,18.83
HND,2009,18.93
MYS,2009,18.92
BGR,2009,18.97
JAM,2009,18.98
MAR,2009,19.11
SYC,2009,19.05
LVA,2009,19.24
MUS,2009,19.21
ROU,2009,19.18
CHN,2009,19.31
IRQ,2009,19.46
SAU,2009,19.49
HUN,2009,19.58
MNE,2009,19.64
BTN,2009,19.71
LTU,2009,19.68
SVK,2009,19.79
LKA,2009,19.87
LBY,2009,20.09
ATG,2009,20.23
HRV,2009,20.38
BIH,2009,20.54
EST,2009,20.58
SUR,2009,20.59
POL,2009,20.6
BRA,2009,20.63
BHS,2009,20.67
BRN,2009,20.74
TTO,2009,20.68
ALB,2009,20.76
DZA,2009,20.82
GTM,2009,20.79
CZE,2009,20.81
TUN,2009,20.91
VCT,2009,21.0
JOR,2009,21.07
TUR,2009,21.08
BRB,2009,21.19
ARG,2009,21.28
BLZ,2009,21.41
PRY,2009,21.68
ECU,2009,21.71
COL,2009,21.66
MEX,2009,21.74
URY,2009,21.71
LBN,2009,21.78
CPV,2009,21.84
IRN,2009,21.84
DOM,2009,21.85
THA,2009,22.03
VEN,2009,21.96
DNK,2009,21.98
CUB,2009,22.01
LCA,2009,22.15
SVN,2009,22.4
SLV,2009,22.58
IRL,2009,22.7
PRT,2009,22.95
USA,2009,22.95
PAN,2009,22.98
MLT,2009,23.01
DEU,2009,23.02
KWT,2009,23.07
NIC,2009,23.13
BEL,2009,23.16
CHL,2009,23.19
AUT,2009,23.22
NLD,2009,23.21
GBR,2009,23.24
FIN,2009,23.25
GRC,2009,23.26
LUX,2009,23.54
CYP,2009,23.55
NOR,2009,23.48
SWE,2009,23.65
ARE,2009,23.73
KOR,2009,23.69
PRI,2009,23.71
NZL,2009,23.77
ISL,2009,23.77
PER,2009,23.9
CAN,2009,24.01
SGP,2009,24.01
ISR,2009,24.06
ITA,2009,24.1
ESP,2009,24.15
CHE,2009,24.51
CRI,2009,24.56
FRA,2009,24.59
AUS,2009,24.65
JPN,2009,25.89
SWZ,2008,44.28
LSO,2008,45.9
ZWE,2008,48.33
CAF,2008,48.3
SOM,2008,50.31
MOZ,2008,53.06
SLE,2008,53.55
ZAF,2008,53.91
GNB,2008,54.2
MWI,2008,54.26
TCD,2008,54.4
ZMB,2008,55.36
CMR,2008,55.69
BWA,2008,56.18
AGO,2008,56.22
COD,2008,56.32
CIV,2008,56.57
MMR,2008,56.91
NER,2008,57.32
BFA,2008,57.43
GIN,2008,57.54
SSD,2008,57.68
BDI,2008,57.79
MLI,2008,57.78
AFG,2008,57.9
TGO,2008,57.97
UGA,2008,57.97
NAM,2008,58.62
NGA,2008,58.75
COG,2008,59.22
GNQ,2008,59.27
KEN,2008,59.48
ERI,2008,59.62
LBR,2008,59.76
HTI,2008,60.26
TZA,2008,60.44
BEN,2008,60.45
GAB,2008,60.8
ETH,2008,61.0
GHA,2008,61.09
KIR,2008,61.27
DJI,2008,61.39
GMB,2008,61.5
MDG,2008,62.02
RWA,2008,62.14
LAO,2008,63.19
PAK,2008,63.66
SLB,2008,64.06
PNG,2008,64.35
FSM,2008,64.49
SEN,2008,64.58
COM,2008,65.34
UZB,2008,65.44
VUT,2008,65.69
KHM,2008,65.75
GUY,2008,65.76
SDN,2008,66.11
IND,2008,66.43
TLS,2008,66.58
MNG,2008,66.9
TKM,2008,66.99
FJI,2008,67.03
KAZ,2008,67.14
YEM,2008,67.19
MRT,2008,67.64
STP,2008,67.69
MDA,2008,67.81
RUS,2008,67.79
UKR,2008,67.91
KGZ,2008,68.3
AZE,2008,68.71
IDN,2008,68.84
TJK,2008,69.04
NPL,2008,69.03
BGD,2008,69.03
PSE,2008,68.98
PHL,2008,69.55
IRQ,2008,69.81
BOL,2008,69.79
PRK,2008,69.8
EGY,2008,69.77
BLR,2008,70.34
WSM,2008,70.48
JAM,2008,70.64
BTN,2008,70.91
GRD,2008,70.93
HND,2008,70.99
GTM,2008,71.01
LTU,2008,71.63
GEO,2008,71.72
MAR,2008,71.88
LVA,2008,71.85
TON,2008,72.0
TTO,2008,72.04
SUR,2008,72.21
VNM,2008,72.35
QAT,2008,72.37
ARM,2008,72.49
SYC,2008,72.66
BHR,2008,72.89
MUS,2008,72.87
BHS,2008,72.98
SAU,2008,73.0
LKA,2008,73.14
BGR,2008,73.25
DOM,2008,73.28
ROU,2008,73.3
OMN,2008,73.35
SYR,2008,73.55
BLZ,2008,73.54
VCT,2008,73.52
BRA,2008,73.71
SRB,2008,73.83
CPV,2008,73.93
CHN,2008,74.0
HUN,2008,74.0
MDV,2008,74.09
LBY,2008,74.2
EST,2008,74.25
MYS,2008,74.19
VEN,2008,74.28
MKD,2008,74.32
ECU,2008,74.41
SLV,2008,74.41
THA,2008,74.46
DZA,2008,74.84
SVK,2008,74.83
PRY,2008,75.0
ALB,2008,74.99
MNE,2008,75.03
ATG,2008,75.06
MEX,2008,75.09
COL,2008,75.41
POL,2008,75.43
LCA,2008,75.53
BRB,2008,75.51
ARG,2008,75.69
JOR,2008,75.81
TUN,2008,75.93
IRN,2008,75.93
HRV,2008,76.07
NIC,2008,76.36
URY,2008,76.39
TUR,2008,76.65
BRN,2008,76.72
BIH,2008,76.77
PAN,2008,76.98
CZE,2008,77.15
LBN,2008,77.53
CUB,2008,77.88
USA,2008,78.05
KWT,2008,78.26
PRI,2008,78.52
DNK,2008,78.64
PER,2008,78.86
SVN,2008,78.9
CHL,2008,79.2
PRT,2008,79.2
GBR,2008,79.54
BEL,2008,79.56
FIN,2008,79.58
IRL,2008,79.58
DEU,2008,79.88
MLT,2008,79.93
GRC,2008,79.93
KOR,2008,79.91
CRI,2008,80.29
NLD,2008,80.26
AUT,2008,80.27
NZL,2008,80.31
ISR,2008,80.42
NOR,2008,80.49
LUX,2008,80.57
CYP,2008,80.59
CAN,2008,80.56
ARE,2008,80.8
FRA,2008,80.87
SWE,2008,80.93
ESP,2008,80.97
SGP,2008,80.98
ISL,2008,81.29
AUS,2008,81.32
ITA,2008,81.37
CHE,2008,81.86
JPN,2008,82.83
SWZ,2008,11.6
CAF,2008,11.72
LSO,2008,11.79
ZWE,2008,12.72
SOM,2008,12.9
GNB,2008,13.49
ERI,2008,13.97
UZB,2008,13.98
AFG,2008,14.08
MOZ,2008,14.29
MWI,2008,14.36
COG,2008,14.52
KIR,2008,14.59
ZMB,2008,14.74
SLB,2008,14.89
COD,2008,14.89
MMR,2008,14.99
SLE,2008,15.06
TGO,2008,15.1
TCD,2008,15.05
CMR,2008,15.26
AGO,2008,15.32
CIV,2008,15.26
GAB,2008,15.28
NAM,2008,15.27
FJI,2008,15.44
VUT,2008,15.45
HTI,2008,15.57
GIN,2008,15.61
MDG,2008,15.64
BDI,2008,15.64
FSM,2008,15.64
BWA,2008,15.73
GHA,2008,15.78
SSD,2008,15.9
BFA,2008,15.88
MDA,2008,16.05
UGA,2008,16.07
GMB,2008,16.09
LAO,2008,16.15
PNG,2008,16.14
LBR,2008,16.27
ETH,2008,16.33
AZE,2008,16.32
KEN,2008,16.38
MNG,2008,16.37
GRD,2008,16.44
QAT,2008,16.46
MLI,2008,16.46
BHR,2008,16.49
ZAF,2008,16.5
DJI,2008,16.64
KHM,2008,16.66
TJK,2008,16.66
RWA,2008,16.66
GUY,2008,16.72
TZA,2008,16.73
NER,2008,16.74
KAZ,2008,16.94
PAK,2008,17.02
BEN,2008,16.96
EGY,2008,17.04
GNQ,2008,17.11
TKM,2008,17.07
STP,2008,17.24
KGZ,2008,17.21
NGA,2008,17.31
IDN,2008,17.31
UKR,2008,17.33
SEN,2008,17.38
COM,2008,17.4
PSE,2008,17.43
RUS,2008,17.4
WSM,2008,17.59
BLR,2008,17.63
PRK,2008,17.72
IND,2008,17.72
YEM,2008,17.84
PHL,2008,18.01
SDN,2008,18.34
MRT,2008,18.29
TLS,2008,18.27
MDV,2008,18.26
ARM,2008,18.27
JAM,2008,18.32
BGD,2008,18.36
MKD,2008,18.41
SRB,2008,18.48
OMN,2008,18.63
TON,2008,18.63
NPL,2008,18.65
BOL,2008,18.65
SYR,2008,18.67
BGR,2008,18.73
GEO,2008,18.72
VNM,2008,18.8
SAU,2008,18.86
SYC,2008,18.88
LVA,2008,18.86
MUS,2008,19.0
MYS,2008,19.01
MAR,2008,19.06
HND,2008,19.16
CHN,2008,19.25
ROU,2008,19.16
IRQ,2008,19.33
MNE,2008,19.43
LTU,2008,19.47
HUN,2008,19.51
SVK,2008,19.6
BTN,2008,19.66
ATG,2008,19.71
LKA,2008,19.69
EST,2008,20.09
TTO,2008,20.13
ALB,2008,20.32
LBY,2008,20.27
HRV,2008,20.29
SUR,2008,20.39
BRA,2008,20.54
BRN,2008,20.62
BIH,2008,20.6
POL,2008,20.57
JOR,2008,20.68
DZA,2008,20.74
TUN,2008,20.83
BRB,2008,20.85
CZE,2008,20.83
BHS,2008,20.86
GTM,2008,20.9
VCT,2008,21.01
ARG,2008,21.13
BLZ,2008,21.19
COL,2008,21.18
ECU,2008,21.34
TUR,2008,21.52
MEX,2008,21.53
URY,2008,21.55
LBN,2008,21.65
DOM,2008,21.69
THA,2008,21.72
IRN,2008,21.68
VEN,2008,21.7
CPV,2008,21.82
LCA,2008,21.84
CUB,2008,21.83
PRY,2008,21.9
DNK,2008,21.91
KWT,2008,22.38
SVN,2008,22.42
USA,2008,22.61
SLV,2008,22.64
IRL,2008,22.62
MLT,2008,22.7
PAN,2008,22.76
PRT,2008,22.77
GBR,2008,22.81
DEU,2008,22.93
BEL,2008,22.98
NLD,2008,22.98
GRC,2008,23.02
NIC,2008,23.04
FIN,2008,23.23
NOR,2008,23.22
KOR,2008,23.24
LUX,2008,23.26
CYP,2008,23.33
AUT,2008,23.29
CHL,2008,23.27
SWE,2008,23.43
ISR,2008,23.47
SGP,2008,23.53
NZL,2008,23.64
ISL,2008,23.64
PRI,2008,23.72
CAN,2008,23.75
ARE,2008,23.8
ITA,2008,23.99
ESP,2008,23.95
AUS,2008,24.19
CRI,2008,24.39
FRA,2008,24.42
PER,2008,24.5
CHE,2008,24.45
JPN,2008,25.6
